X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
521;143;0.203681;0.1051416;0.5092535;0.2628804;26570.6;0.208037;False;22.08.2023 16:51:24:162;1692715884162;_mainView;
889;224;0.3473703;0.1636818;0.6117163;0.2411647;26439.5;0.2238933;False;22.08.2023 16:51:24:176;1692715884176;_mainView;
1164;282;0.4548751;0.2063809;0.7014542;0.3007856;26321.6;0.2262097;False;22.08.2023 16:51:24:192;1692715884192;_mainView;
1267;315;0.4950221;0.2301322;0.4294844;0.2561126;26429.5;0.2082265;False;22.08.2023 16:51:24:209;1692715884209;_mainView;
1343;331;0.5247883;0.2423193;0.6027403;0.2484956;26411.2;0.2235411;False;22.08.2023 16:51:24:225;1692715884225;_mainView;
1398;339;0.546446;0.248251;0.6027393;0.2484956;26394.7;0.2235412;False;22.08.2023 16:51:24:241;1692715884241;_mainView;
1394;347;0.5446784;0.2537378;0.4462004;0.2744818;26509.1;0.2050784;False;22.08.2023 16:51:24:258;1692715884258;_mainView;
1364;353;0.5331025;0.2584031;0.4462004;0.2744818;26612.0;0.2050785;False;22.08.2023 16:51:24:275;1692715884275;_mainView;
1272;368;0.4971492;0.269356;0.2494898;0.34024;26929.3;0.2178304;False;22.08.2023 16:51:24:292;1692715884292;_mainView;
1163;385;0.4545508;0.2818379;0.2494898;0.34024;27214.9;0.2178306;False;22.08.2023 16:51:24:308;1692715884308;_mainView;
1082;388;0.4229167;0.2838943;0.3345642;0.250403;27427.2;0.2001658;False;22.08.2023 16:51:24:325;1692715884325;_mainView;
1022;384;0.3995108;0.2811707;0.3345642;0.250403;27618.3;0.2001659;False;22.08.2023 16:51:24:342;1692715884342;_mainView;
1021;418;0.3991097;0.3056725;0.4905643;0.5187855;26834.4;0.212246;False;22.08.2023 16:51:24:361;1692715884361;_mainView;
1046;464;0.4088203;0.3394382;0.4905643;0.5187855;26129.0;0.2122462;False;22.08.2023 16:51:24:374;1692715884374;_mainView;
1025;503;0.400472;0.3681135;0.2922392;0.4679518;25544.2;0.1979064;False;22.08.2023 16:51:24:392;1692715884392;_mainView;
985;535;0.3851191;0.39146;0.2922382;0.4679518;25018.0;0.1979058;False;22.08.2023 16:51:24:408;1692715884408;_mainView;
939;550;0.3670252;0.4023201;0.2798986;0.3973517;24452.6;0.2141819;False;22.08.2023 16:51:24:425;1692715884425;_mainView;
895;556;0.3496867;0.4065388;0.2799006;0.3973517;23943.9;0.2141856;False;22.08.2023 16:51:24:442;1692715884442;_mainView;
862;559;0.336908;0.4084283;0.3016968;0.4069281;23480.9;0.2017267;False;22.08.2023 16:51:24:458;1692715884458;_mainView;
838;560;0.3275087;0.4090938;0.3017111;0.40693;23064.2;0.2017502;False;22.08.2023 16:51:24:475;1692715884475;_mainView;
820;560;0.3206036;0.4091512;0.3016987;0.4069286;22689.2;0.20173;False;22.08.2023 16:51:24:492;1692715884492;_mainView;
809;544;0.3163412;0.3978441;0.3091412;0.3042841;22388.5;0.1910252;False;22.08.2023 16:51:24:509;1692715884509;_mainView;
803;524;0.3136966;0.3827824;0.3091412;0.3042846;22117.9;0.1910263;False;22.08.2023 16:51:24:525;1692715884525;_mainView;
811;494;0.3168363;0.3612;0.3534679;0.2440963;22041.1;0.2140817;False;22.08.2023 16:51:24:543;1692715884543;_mainView;
824;464;0.3221697;0.3390944;0.3534679;0.2440963;21971.9;0.2140814;False;22.08.2023 16:51:24:558;1692715884558;_mainView;
803;472;0.3138123;0.3452507;0.2232189;0.4856434;21883.6;0.1990632;False;22.08.2023 16:51:24:576;1692715884576;_mainView;
768;497;0.3003628;0.3631177;0.223218;0.485643;21804.1;0.1990626;False;22.08.2023 16:51:24:591;1692715884591;_mainView;
790;521;0.3086877;0.3807782;0.4319029;0.4541431;21670.2;0.2213399;False;22.08.2023 16:51:24:609;1692715884609;_mainView;
793;551;0.3099578;0.4030648;0.286706;0.5154491;21686.9;0.1929318;False;22.08.2023 16:51:24:625;1692715884625;_mainView;
788;581;0.3080013;0.4249687;0.286706;0.5154491;21701.9;0.1929318;False;22.08.2023 16:51:24:642;1692715884642;_mainView;
816;590;0.3189507;0.4312615;0.4172535;0.3944392;21731.1;0.1636588;False;22.08.2023 16:51:24:663;1692715884663;_mainView;
855;588;0.3343676;0.4300376;0.4172468;0.3944354;21757.5;0.1636578;False;22.08.2023 16:51:24:677;1692715884677;_mainView;
922;579;0.3602887;0.4233214;0.5117645;0.3728457;21555.2;0.1915353;False;22.08.2023 16:51:24:692;1692715884692;_mainView;
993;568;0.3880085;0.4149258;0.5117645;0.3728457;21373.1;0.1915353;False;22.08.2023 16:51:24:709;1692715884709;_mainView;
993;546;0.3880293;0.3993516;0.2758703;0.3048258;21374.3;0.1711791;False;22.08.2023 16:51:24:725;1692715884725;_mainView;
962;523;0.3759181;0.3823168;0.2758694;0.3048253;21375.4;0.1711791;False;22.08.2023 16:51:24:742;1692715884742;_mainView;
921;543;0.3600108;0.3969517;0.277792;0.5867773;21442.6;0.1720771;False;22.08.2023 16:51:24:759;1692715884759;_mainView;
881;580;0.3441601;0.4238734;0.277792;0.5867773;21503.0;0.172077;False;22.08.2023 16:51:24:775;1692715884775;_mainView;
