X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
387;284;0.1653844;0.231395;0.4135023;0.5785454;12005.0;0.160583;False;27.08.2023 16:42:26:366;1693147346366;_mainView;
586;454;0.2503391;0.3700547;0.3453313;0.5776413;11972.5;0.1716623;False;27.08.2023 16:42:26:390;1693147346390;_mainView;
670;546;0.2863307;0.444651;0.2802823;0.5220841;12007.5;0.184006;False;27.08.2023 16:42:26:411;1693147346411;_mainView;
696;678;0.29755;0.551685;0.2608054;1.033792;12015.3;0.2262803;False;27.08.2023 16:42:26:431;1693147346431;_mainView;
695;793;0.2969299;0.645945;0.2528792;0.9635295;12022.4;0.2279062;False;27.08.2023 16:42:26:447;1693147346447;_mainView;
682;891;0.2917059;0.7250885;0.2534578;0.9853824;12028.7;0.2278023;False;27.08.2023 16:42:26:464;1693147346464;_mainView;
670;983;0.2866037;0.8001451;0.2661772;1.091701;12025.8;0.235233;False;27.08.2023 16:42:26:482;1693147346482;_mainView;
660;1062;0.2821554;0.8647668;0.26631;1.091233;12023.2;0.2359182;False;27.08.2023 16:42:26:498;1693147346498;_instructions;
651;1127;0.278487;0.9176527;0.2663098;1.091234;12020.8;0.2359175;False;27.08.2023 16:42:26:515;1693147346515;_instructions;
637;1197;0.2722156;0.9745479;0.2354816;1.228832;12033.2;0.2338395;False;27.08.2023 16:42:26:535;1693147346535;_instructions;
621;1259;0.2655229;1.024599;0.2357587;1.20682;12044.4;0.2343272;False;27.08.2023 16:42:26:552;1693147346552;Offscreen;
642;1288;0.274397;1.048336;0.3746164;1.041504;11988.5;0.2073946;False;27.08.2023 16:42:26:571;1693147346571;Offscreen;
691;1293;0.2953244;1.052523;0.4320021;0.9909473;11938.1;0.2077814;False;27.08.2023 16:42:26:588;1693147346588;Offscreen;
737;1290;0.3151951;1.049938;0.3943766;1.011659;11907.7;0.224256;False;27.08.2023 16:42:26:607;1693147346607;Offscreen;
778;1282;0.3326223;1.043861;0.3959325;1.00418;11880.3;0.2246328;False;27.08.2023 16:42:26:627;1693147346627;Offscreen;
787;1315;0.3365832;1.070297;0.2986603;1.313098;11918.1;0.2137339;False;27.08.2023 16:42:26:650;1693147346650;Offscreen;
795;1340;0.3396991;1.090885;0.3493665;1.153687;11952.2;0.2141941;False;27.08.2023 16:42:26:669;1693147346669;Offscreen;
790;1338;0.3375416;1.089374;0.3071087;0.993472;11990.8;0.2218058;False;27.08.2023 16:42:26:690;1693147346690;Offscreen;
777;1315;0.332059;1.069976;0.295549;0.9159943;12025.4;0.2222113;False;27.08.2023 16:42:26:705;1693147346705;Offscreen;
762;1284;0.3257127;1.044841;0.295549;0.915989;12056.7;0.2222217;False;27.08.2023 16:42:26:723;1693147346723;Offscreen;
791;1282;0.3379696;1.043681;0.4648531;1.135964;12138.5;0.2130408;False;27.08.2023 16:42:26:748;1693147346748;Offscreen;
826;1264;0.3532619;1.028799;0.4298142;0.9106581;12143.7;0.2016385;False;27.08.2023 16:42:26:769;1693147346769;Offscreen;
844;1249;0.360931;1.016534;0.3622618;0.9756142;12148.4;0.202562;False;27.08.2023 16:42:26:783;1693147346783;Offscreen;
853;1237;0.3644332;1.006742;0.3622618;0.9756154;12152.6;0.2025617;False;27.08.2023 16:42:26:800;1693147346800;Offscreen;
859;1213;0.3670777;0.9876328;0.3747132;0.8695912;12133.7;0.2078808;False;27.08.2023 16:42:26:819;1693147346819;_instructions;
863;1187;0.3690659;0.9665013;0.3747595;0.8695208;12116.7;0.2079795;False;27.08.2023 16:42:26:835;1693147346835;_instructions;
878;1181;0.3752839;0.9611982;0.4185498;1.003059;12112.5;0.2138941;False;27.08.2023 16:42:26:854;1693147346854;_instructions;
893;1182;0.3817386;0.9621336;0.4098182;0.9913439;12108.7;0.2140645;False;27.08.2023 16:42:26:869;1693147346869;_instructions;
907;1186;0.3875996;0.9656996;0.4098187;0.9913424;12105.3;0.2140667;False;27.08.2023 16:42:26:887;1693147346887;_instructions;
901;1187;0.3850865;0.9662709;0.3405927;0.9565365;12152.3;0.2224962;False;27.08.2023 16:42:26:904;1693147346904;_instructions;
889;1190;0.3797781;0.968435;0.3461474;0.9839815;12194.7;0.2226591;False;27.08.2023 16:42:26:921;1693147346921;_instructions;
875;1193;0.3738202;0.9710612;0.346155;0.9839672;12232.8;0.2226808;False;27.08.2023 16:42:26:937;1693147346937;_instructions;
873;1184;0.3730677;0.9638337;0.3910008;0.8935369;12312.8;0.2228316;False;27.08.2023 16:42:26:957;1693147346957;_instructions;
844;1157;0.3607399;0.9418619;0.2620364;0.7897961;12362.1;0.2155209;False;27.08.2023 16:42:26:976;1693147346976;_instructions;
832;1118;0.355526;0.9098738;0.3624478;0.7348861;12406.5;0.2158126;False;27.08.2023 16:42:26:992;1693147346992;_instructions;
828;1077;0.3539908;0.8769565;0.3624478;0.7348861;12446.5;0.2158123;False;27.08.2023 16:42:27:9;1693147347009;_instructions;
807;1047;0.3449219;0.8526977;0.2762893;0.7858596;12447.8;0.2162484;False;27.08.2023 16:42:27:27;1693147347027;_instructions;
793;1025;0.3387652;0.8346515;0.3246985;0.784005;12449.0;0.2163726;False;27.08.2023 16:42:27:44;1693147347044;_mainView;
801;1029;0.3421933;0.8373762;0.3954378;0.9329958;12411.4;0.2091707;False;27.08.2023 16:42:27:64;1693147347064;_mainView;
808;1045;0.3452339;0.8507404;0.3564394;0.950005;12377.5;0.2092438;False;27.08.2023 16:42:27:79;1693147347079;_instructions;
814;1065;0.3477766;0.8673191;0.3564418;0.9500023;12347.1;0.2092477;False;27.08.2023 16:42:27:96;1693147347096;_instructions;
800;1080;0.3421065;0.8790247;0.2850023;0.9084594;12338.6;0.2075329;False;27.08.2023 16:42:27:117;1693147347117;_instructions;
780;1090;0.3334561;0.8873271;0.2850335;0.9084191;12330.9;0.2075734;False;27.08.2023 16:42:27:132;1693147347132;_instructions;
752;1052;0.321564;0.8567239;0.2584623;0.5704841;12281.3;0.210603;False;27.08.2023 16:42:27:150;1693147347150;_instructions;
731;989;0.3126036;0.8052685;0.286836;0.5045747;12236.7;0.2108283;False;27.08.2023 16:42:27:167;1693147347167;_mainView;
693;866;0.2960728;0.7053623;0.19594;0.08926098;12105.3;0.2021973;False;27.08.2023 16:42:27:186;1693147347186;_mainView;
650;731;0.2780269;0.5950411;0.1960663;0.08931457;11987.0;0.2024848;False;27.08.2023 16:42:27:202;1693147347202;_mainView;
611;604;0.2612681;0.4920809;0.1960703;0.08931647;11880.6;0.2024933;False;27.08.2023 16:42:27:219;1693147347219;_mainView;
588;488;0.2514693;0.3974667;0.2385041;0.03376005;11805.8;0.2118616;False;27.08.2023 16:42:27:237;1693147347237;_mainView;
577;389;0.2468739;0.3167233;0.2486516;0.033684;11738.5;0.2120394;False;27.08.2023 16:42:27:255;1693147347255;_mainView;
579;321;0.2477012;0.2614941;0.2731517;0.1328378;11707.6;0.2188113;False;27.08.2023 16:42:27:275;1693147347275;_mainView;
