X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
219;347;0.0856016;0.2537302;0.2140254;0.6343889;480.1;0.3043356;False;22.08.2023 13:52:48:769;1692705168769;_requestList;
436;570;0.1704406;0.4165594;0.3737732;0.6848698;479.7;0.2773172;False;22.08.2023 13:52:48:785;1692705168785;_mainView;
541;711;0.2116578;0.5197772;0.2346677;0.6967263;482.5;0.259012;False;22.08.2023 13:52:48:800;1692705168800;_mainView;
592;800;0.231323;0.5845947;0.2346678;0.6967261;485.0;0.2590119;False;22.08.2023 13:52:48:817;1692705168817;_mainView;
641;858;0.2506733;0.6272397;0.323989;0.7132292;484.4;0.2687311;False;22.08.2023 13:52:48:834;1692705168834;_mainView;
684;897;0.2673348;0.6553383;0.3239892;0.7132292;484.0;0.2687312;False;22.08.2023 13:52:48:851;1692705168851;_mainView;
715;869;0.2796414;0.6350664;0.3130949;0.363627;486.9;0.271758;False;22.08.2023 13:52:48:867;1692705168867;_mainView;
738;816;0.2886707;0.5964541;0.3130949;0.3636279;489.5;0.2717568;False;22.08.2023 13:52:48:883;1692705168883;_mainView;
723;784;0.2826573;0.5731413;0.1972947;0.5372007;490.3;0.288239;False;22.08.2023 13:52:48:900;1692705168900;_mainView;
693;765;0.2707635;0.5590481;0.1972949;0.5372002;491.0;0.2882385;False;22.08.2023 13:52:48:916;1692705168916;_mainView;
696;736;0.2719373;0.5381652;0.3296454;0.423177;488.4;0.2723323;False;22.08.2023 13:52:48:934;1692705168934;_mainView;
682;710;0.2666478;0.5190006;0.2183011;0.4455185;486.8;0.2682445;False;22.08.2023 13:52:48:951;1692705168951;_mainView;
663;688;0.2591042;0.5026645;0.2183011;0.4455187;485.3;0.2682444;False;22.08.2023 13:52:48:967;1692705168967;_mainView;
667;672;0.2606115;0.4909466;0.3036024;0.4604332;488.2;0.2675419;False;22.08.2023 13:52:48:983;1692705168983;_mainView;
680;660;0.265918;0.4825175;0.303602;0.4604332;490.8;0.2675418;False;22.08.2023 13:52:49:0;1692705169000;_mainView;
681;629;0.2661462;0.4596932;0.2465287;0.3054762;487.0;0.2507409;False;22.08.2023 13:52:49:17;1692705169017;_mainView;
676;592;0.2641261;0.4330326;0.2465283;0.3054771;483.5;0.2507411;False;22.08.2023 13:52:49:34;1692705169034;_mainView;
669;557;0.2613398;0.4075736;0.2465284;0.3054775;480.4;0.2507409;False;22.08.2023 13:52:49:50;1692705169050;_mainView;
681;545;0.2660401;0.3986537;0.3161265;0.4281974;472.2;0.2623642;False;22.08.2023 13:52:49:67;1692705169067;_mainView;
700;544;0.273511;0.3979402;0.316127;0.4281979;464.7;0.2623641;False;22.08.2023 13:52:49:84;1692705169084;_mainView;
717;527;0.2800783;0.3856667;0.3040099;0.2872537;460.9;0.2475279;False;22.08.2023 13:52:49:100;1692705169100;_mainView;
730;506;0.2855403;0.3696573;0.3040097;0.2872541;457.4;0.2475281;False;22.08.2023 13:52:49:116;1692705169116;_mainView;
751;482;0.2933804;0.3526568;0.3359584;0.2772117;457.4;0.2569512;False;22.08.2023 13:52:49:134;1692705169134;_mainView;
771;461;0.3014148;0.3370594;0.3359584;0.2772119;457.5;0.2569511;False;22.08.2023 13:52:49:150;1692705169150;_mainView;
796;450;0.311181;0.3294266;0.359233;0.3296322;459.4;0.2555068;False;22.08.2023 13:52:49:167;1692705169167;_mainView;
820;446;0.3206504;0.3261064;0.3592333;0.3296323;461.1;0.2555068;False;22.08.2023 13:52:49:184;1692705169184;_mainView;
824;475;0.3219969;0.3475184;0.2947374;0.5377064;462.2;0.2596007;False;22.08.2023 13:52:49:201;1692705169201;_mainView;
818;516;0.3196408;0.3774472;0.2947375;0.5377066;463.2;0.2596005;False;22.08.2023 13:52:49:217;1692705169217;_mainView;
819;525;0.3202603;0.3841492;0.334922;0.3181857;464.0;0.2523364;False;22.08.2023 13:52:49:234;1692705169234;_mainView;
824;520;0.322116;0.3799558;0.334922;0.3181854;464.7;0.2523363;False;22.08.2023 13:52:49:250;1692705169250;_mainView;
813;518;0.3178791;0.378444;0.2753876;0.3829591;463.5;0.2566404;False;22.08.2023 13:52:49:266;1692705169266;_mainView;
797;517;0.3114319;0.3782699;0.2753876;0.3829591;462.5;0.2566403;False;22.08.2023 13:52:49:284;1692705169284;_mainView;
803;522;0.3138427;0.3815145;0.3598668;0.4090002;460.2;0.2538626;False;22.08.2023 13:52:49:300;1692705169300;_mainView;
