X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
331;154;0.1295256;0.1128397;0.3238463;0.2821275;460.6;0.2321798;False;28.08.2023 16:23:01:659;1693232581659;_mainView;
515;316;0.2013662;0.2313786;0.2957776;0.5247028;460.3;0.2283681;False;28.08.2023 16:23:01:675;1693232581675;_mainView;
663;382;0.2590175;0.2794305;0.4037898;0.2590519;460.0;0.2261833;False;28.08.2023 16:23:01:691;1693232581691;_mainView;
747;422;0.2917975;0.3085996;0.3316178;0.3540989;458.6;0.2128319;False;28.08.2023 16:23:01:706;1693232581706;_mainView;
794;446;0.310348;0.3263097;0.3316187;0.3540986;457.4;0.2128317;False;28.08.2023 16:23:01:724;1693232581724;_mainView;
806;461;0.3149492;0.3373333;0.2809265;0.3563604;456.8;0.2229674;False;28.08.2023 16:23:01:740;1693232581740;_mainView;
801;471;0.3131584;0.3442246;0.2809265;0.3563604;456.2;0.2229673;False;28.08.2023 16:23:01:757;1693232581757;_mainView;
800;470;0.3127779;0.3439642;0.3167968;0.314508;457.6;0.2286701;False;28.08.2023 16:23:01:774;1693232581774;_mainView;
801;466;0.3130497;0.3406412;0.3167969;0.314508;458.9;0.22867;False;28.08.2023 16:23:01:790;1693232581790;_mainView;
787;469;0.307471;0.3429517;0.2605549;0.375315;458.7;0.2066903;False;28.08.2023 16:23:01:807;1693232581807;_mainView;
767;475;0.2999485;0.347468;0.2605549;0.375315;458.5;0.2066902;False;28.08.2023 16:23:01:823;1693232581823;_mainView;
826;485;0.3227027;0.3549053;0.5406854;0.3979366;466.4;0.1962647;False;28.08.2023 16:23:01:840;1693232581840;_mainView;
911;496;0.3562358;0.3628145;0.5406857;0.3979365;473.6;0.1962648;False;28.08.2023 16:23:01:857;1693232581857;_mainView;
998;508;0.390021;0.3714345;0.5329492;0.4105191;477.1;0.1966159;False;28.08.2023 16:23:01:875;1693232581875;_mainView;
1075;519;0.4202628;0.3794333;0.5329486;0.4105194;480.3;0.196616;False;28.08.2023 16:23:01:890;1693232581890;_mainView;
1169;529;0.4569201;0.3869592;0.6369198;0.4166608;483.1;0.198552;False;28.08.2023 16:23:01:907;1693232581907;_mainView;
1260;538;0.4924244;0.3934646;0.6369188;0.4166612;485.5;0.1985525;False;28.08.2023 16:23:01:923;1693232581923;_mainView;
1294;561;0.5056142;0.4098743;0.4706071;0.5189526;489.5;0.2111858;False;28.08.2023 16:23:01:940;1693232581940;_mainView;
1299;587;0.5076069;0.4288476;0.470607;0.5189527;493.1;0.2111862;False;28.08.2023 16:23:01:956;1693232581956;_mainView;
1291;611;0.5044813;0.4468932;0.4706073;0.5189525;496.3;0.2111858;False;28.08.2023 16:23:01:973;1693232581973;_mainView;
1266;607;0.4945776;0.4436823;0.4254999;0.3440536;496.7;0.1980696;False;28.08.2023 16:23:01:989;1693232581989;_mainView;
1235;590;0.482776;0.43151;0.4255001;0.3440535;497.1;0.1980698;False;28.08.2023 16:23:02:6;1693232582006;_mainView;
1133;594;0.4427064;0.4341583;0.1598005;0.5053431;492.6;0.1912812;False;28.08.2023 16:23:02:25;1693232582025;_mainView;
1010;606;0.3945882;0.4430104;0.1598008;0.5053429;488.6;0.1912811;False;28.08.2023 16:23:02:39;1693232582039;_mainView;
1001;596;0.3912949;0.4355404;0.5591038;0.3380115;490.3;0.1987404;False;28.08.2023 16:23:02:56;1693232582056;_mainView;
1044;577;0.4079866;0.42173;0.5591035;0.3380117;491.9;0.1987405;False;28.08.2023 16:23:02:73;1693232582073;_mainView;
1079;594;0.4218625;0.4345243;0.4687527;0.5960912;497.1;0.1861083;False;28.08.2023 16:23:02:90;1693232582090;_mainView;
1108;626;0.433006;0.4575862;0.4687534;0.5960908;501.8;0.1861082;False;28.08.2023 16:23:02:107;1693232582107;_mainView;
1051;704;0.410756;0.514407;0.1819492;0.8899461;504.3;0.1884878;False;28.08.2023 16:23:02:123;1693232582123;_mainView;
1111;701;0.4340019;0.5125134;0.7160365;0.2666256;524.9;0.2113287;False;28.08.2023 16:23:02:140;1693232582140;_mainView;
1215;664;0.4746588;0.485113;0.7160365;0.266626;543.5;0.2113273;False;28.08.2023 16:23:02:157;1693232582157;_mainView;
1327;613;0.5184548;0.4482331;0.7151873;0.2548668;550.3;0.2489381;False;28.08.2023 16:23:02:176;1693232582176;_mainView;
1430;562;0.5588928;0.4111876;0.7151873;0.2548668;556.5;0.2489362;False;28.08.2023 16:23:02:190;1693232582190;_mainView;
