userID;scenarioID;controlMode;elapsedTimeSinceAccess;activeRequests;succeededRequests;mousePositionX;mousePositionY;usingMultiView;usingSingleViewMain;EyeGazeArea;MouseTravelDistanceInCm;mouseClickLeft;mouseClickRight;pressLeftCtrl;pressShift;
MR15;-2;InteractivePathPlanning;0,0;2;0;1365;604;False;False;None;0;0;0;0;0;
MR15;-2;InteractivePathPlanning;0,1;2;0;1207;566;False;False;None;4,636683;0;0;0;0;
MR15;-2;InteractivePathPlanning;0,2;2;0;1207;566;False;False;None;4,71694;0;0;0;0;
MR15;-2;InteractivePathPlanning;0,3;2;0;1211;566;False;False;None;4,823949;0;0;0;0;
MR15;-2;InteractivePathPlanning;0,4;2;0;1211;566;False;False;None;4,823949;0;0;0;0;
MR15;-2;InteractivePathPlanning;0,5;2;0;1211;566;False;False;None;4,823949;0;0;0;0;
MR15;-2;InteractivePathPlanning;0,6;2;0;1211;566;False;False;None;4,823949;0;0;0;0;
MR15;-2;InteractivePathPlanning;0,7;2;0;1211;566;False;False;None;4,823949;0;0;0;0;
MR15;-2;InteractivePathPlanning;0,8;2;0;1211;566;False;False;None;4,823949;0;0;0;0;
MR15;-2;InteractivePathPlanning;0,9;2;0;1211;566;False;False;None;4,823949;0;0;0;0;
MR15;-2;InteractivePathPlanning;1,0;2;0;1211;566;False;False;None;4,823949;0;0;0;0;
MR15;-2;InteractivePathPlanning;1,1;2;0;1211;566;False;False;None;4,823949;0;0;0;0;
MR15;-2;InteractivePathPlanning;1,2;2;0;1208;566;False;False;None;4,904206;0;0;0;0;
MR15;-2;InteractivePathPlanning;1,3;2;0;1050;643;False;False;None;8,396633;0;0;0;0;
MR15;-2;InteractivePathPlanning;1,4;2;0;833;888;False;False;None;18,53604;0;0;0;0;
MR15;-2;InteractivePathPlanning;1,5;2;0;609;1080;False;False;None;26,52984;0;0;0;0;
MR15;-2;InteractivePathPlanning;1,6;2;0;343;1238;False;False;None;33,91473;0;0;0;0;
MR15;-2;InteractivePathPlanning;1,7;2;0;252;1308;False;False;None;38,0827;0;0;0;0;
MR15;-2;InteractivePathPlanning;1,8;2;0;224;1346;False;False;None;39,45623;0;0;0;0;
MR15;-2;InteractivePathPlanning;1,9;2;0;77;1305;False;False;None;42,93263;0;0;0;0;
MR15;-2;InteractivePathPlanning;2,0;2;0;63;1298;False;False;None;44,0398;0;0;0;0;
MR15;-2;InteractivePathPlanning;2,1;2;0;63;1294;False;False;None;44,14681;1;0;0;0;
MR15;-2;InteractivePathPlanning;2,2;2;0;108;1277;False;False;None;45,09078;1;0;0;0;
MR15;-2;InteractivePathPlanning;2,3;2;0;483;1182;False;False;None;55,82787;1;0;0;0;
