X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
428;293;0.1830979;0.2387579;0.4577904;0.5969545;12892.3;0.1946232;False;27.08.2023 16:00:43:712;1693144843712;_mainView;
699;524;0.2986592;0.4268975;0.4849596;0.8111015;12883.3;0.1700671;False;27.08.2023 16:00:43:736;1693144843736;_mainView;
896;669;0.3828662;0.5450443;0.5687674;0.7433556;12906.5;0.1822546;False;27.08.2023 16:00:43:757;1693144843757;_mainView;
1025;763;0.4382067;0.6214401;0.5460852;0.7644719;12876.4;0.1783516;False;27.08.2023 16:00:43:776;1693144843776;_mainView;
1107;816;0.4732878;0.6642675;0.5369185;0.7108534;12849.3;0.1791244;False;27.08.2023 16:00:43:792;1693144843792;_mainView;
1159;848;0.4953712;0.6904466;0.5349818;0.7327405;12824.9;0.1790856;False;27.08.2023 16:00:43:809;1693144843809;_mainView;
1210;869;0.5170696;0.7072405;0.6044582;0.739484;12829.9;0.1710548;False;27.08.2023 16:00:43:830;1693144843830;_mainView;
1267;878;0.5413365;0.715005;0.6521195;0.7113633;12834.5;0.1715014;False;27.08.2023 16:00:43:845;1693144843845;_mainView;
1320;882;0.5640006;0.717998;0.652119;0.7113635;12838.6;0.171501;False;27.08.2023 16:00:43:862;1693144843862;_mainView;
1365;874;0.5832477;0.7116145;0.6500412;0.6471263;12864.7;0.1773923;False;27.08.2023 16:00:43:883;1693144843883;_mainView;
1389;872;0.5934023;0.7095674;0.5992518;0.7184997;12790.4;0.1788668;False;27.08.2023 16:00:43:905;1693144843905;_mainView;
1417;870;0.6053788;0.7086809;0.6630142;0.7096561;12723.6;0.1796396;False;27.08.2023 16:00:43:920;1693144843920;_mainView;
1444;870;0.6168673;0.708392;0.6631334;0.7095979;12663.4;0.1798733;False;27.08.2023 16:00:43:937;1693144843937;_mainView;
1438;873;0.6144555;0.7110094;0.548023;0.7337758;12618.4;0.1661537;False;27.08.2023 16:00:43:957;1693144843957;_mainView;
1415;877;0.6047633;0.7138218;0.5345531;0.7264261;12577.9;0.1666763;False;27.08.2023 16:00:43:973;1693144843973;_mainView;
1366;877;0.5836455;0.7142608;0.4486309;0.7064877;12597.5;0.1856008;False;27.08.2023 16:00:43:999;1693144843999;_mainView;
1313;865;0.5608795;0.704568;0.4585533;0.6227912;12615.1;0.1835944;False;27.08.2023 16:00:44:24;1693144844024;_mainView;
1265;868;0.5405736;0.7064642;0.4652274;0.7613916;12593.1;0.1910487;False;27.08.2023 16:00:44:44;1693144844044;_mainView;
1218;869;0.5206515;0.7077369;0.438504;0.7105578;12573.3;0.1925298;False;27.08.2023 16:00:44:60;1693144844060;_mainView;
1177;871;0.5028334;0.7087792;0.4364963;0.7122251;12579.3;0.1872808;False;27.08.2023 16:00:44:80;1693144844080;_mainView;
1143;872;0.4885354;0.7101326;0.4427264;0.7170792;12584.7;0.1879151;False;27.08.2023 16:00:44:96;1693144844096;_mainView;
1107;882;0.4732809;0.7177815;0.4053121;0.775431;12598.3;0.1725849;False;27.08.2023 16:00:44:116;1693144844116;_mainView;
1071;895;0.4579082;0.7284059;0.3928395;0.7851021;12610.6;0.1732024;False;27.08.2023 16:00:44:132;1693144844132;_mainView;
