UserID;ScenarioID;controlMode;requestID;elapsedTimeSinceAccess;distanceTravelledSinceLastLog;distanceToEndOfInstructedPath;lengthOfCurrentInstructedPath;lengthOfCurrentInstructedInputPath;distanceToEnd;vehiclePosition;vehicleSpeed;constructionSiteEntered;endReached;closestLane;currentLaneDeviation;timeOfCollisionAvoidanceTraffic;timeOfCollisionAvoidanceObstacle;timeOfCollisionAvoidancePedestrian;amountOfAdditionInput;amountOfAdditionMarkers;amountOfSnapToMiddleInput;amountOfSnapToMiddleMarkers;amountOfReadjustmentInput;timeSinceLastInput;currentlyNeglectedTime;blindTimeSum;cameraPannedDistanceSum;cameraTravelledDistanceSum;zoomSize;followVehicleFocusTimeSum;followPathEndFocusTimeSum;isMainRequest;isSecondaryRequest;totalRequestAmount;sideOfConstructionSite;
UK11;-2;InteractivePathPlanning;1;0,0;0,01827567;202,0183;196,9147;196,9147;599,7175;(0.00, -0.44, 0.00);0;False;False;1;0,2369704;0,00;0,00;0,00;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;0,1;0,01409472;202,0042;196,9147;196,9147;599,7034;(0.00, -0.44, 0.01);0,4839095;False;False;1;0,2368404;0,00;0,00;0,00;0;0;0;0;0;0,1;0,0;0,0;0,0;1482,3;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;0,2;0,0474928;201,9567;196,9147;196,9147;599,6559;(-0.02, -0.44, 0.05);1,55841;False;False;1;0,2361945;0,00;0,00;0,00;0;0;0;0;0;0,2;0,0;0,0;0,0;1482,3;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;0,3;0,08062404;201,8761;196,9147;196,9147;599,5753;(-0.04, -0.44, 0.12);2,430752;False;False;1;0,235444;0,00;0,00;0,00;0;0;0;0;0;0,3;0,0;0,0;0,0;1482,3;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;0,4;0,09701259;201,7791;196,9147;196,9147;599,4783;(-0.07, -0.44, 0.20);3,454533;False;False;1;0,2342455;0,00;0,00;0,00;0;0;0;0;0;0,4;0,0;0,0;0,0;1482,4;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;0,5;0,1473279;201,6318;196,9147;196,9147;599,3311;(-0.11, -0.44, 0.32);4,572087;False;False;1;0,2318925;0,00;0,00;0,00;0;0;0;0;0;0,5;0,0;0,0;0,0;1482,5;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;0,6;0,1863314;201,4455;196,9147;196,9147;599,145;(-0.16, -0.44, 0.48);5,583261;False;False;1;0,2281225;0,00;0,00;0,00;0;0;0;0;0;0,6;0,0;0,0;0,0;1482,6;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;0,7;0,1929525;201,2527;196,9147;196,9147;598,9522;(-0.21, -0.44, 0.63);6,853095;False;False;1;0,2237783;0,00;0,00;0,00;0;0;0;0;0;0,7;0,0;0,0;0,0;1482,8;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;0,8;0,2677089;200,9851;196,9147;196,9147;598,6848;(-0.29, -0.44, 0.86);8,221553;False;False;1;0,2162045;0,00;0,00;0,00;0;0;0;0;0;0,8;0,0;0,0;0,0;1483,0;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;0,9;0,3155269;200,6699;196,9147;196,9147;598,3698;(-0.38, -0.44, 1.12);9,467449;False;False;1;0,2052487;0,00;0,00;0,00;0;0;0;0;0;0,9;0,0;0,0;0,0;1483,3;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;1,0;0,3112377;200,3589;196,9147;196,9147;598,0589;(-0.47, -0.44, 1.37);11,00292;False;False;1;0,1961249;0,00;0,00;0,00;0;0;0;0;0;1,0;0,0;0,0;0,0;1483,5;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;1,1;0,4139294;199,9451;196,3433;196,3433;597,6452;(-0.59, -0.44, 1.72);12,65026;False;False;1;0,188578;0,00;0,00;0,00;0;0;0;0;0;1,1;0,0;0,0;0,0;1483,9;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;1,2;0,4701288;199,475;195,7718;195,7718;597,1754;(-0.72, -0.44, 2.11);14,11092;False;False;1;0,1817594;0,00;0,00;0,00;0;0;0;0;0;1,2;0,0;0,0;0,0;1484,3;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;1,3;0,4479379;199,0272;195,2004;195,2004;596,7277;(-0.85, -0.44, 2.48);15,80076;False;False;1;0,1757637;0,00;0,00;0,00;0;0;0;0;0;1,3;0,0;0,0;0,0;1484,7;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;1,4;0,5748838;198,4524;194,629;194,629;596,1533;(-1.00, -0.44, 2.96);17,4786;False;False;1;0,1683405;0,00;0,00;0,00;0;0;0;0;0;1,4;0,0;0,0;0,0;1485,2;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;1,5;0,6298529;197,8227;194,0576;194,0576;595,5237;(-1.18, -0.44, 3.48);18,91001;False;False;1;0,1602714;0,00;0,00;0,00;0;0;0;0;0;1,5;0,0;0,0;0,0;1485,7;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;1,6;0,5839716;197,2388;193,4862;193,4862;594,9401;(-1.34, -0.44, 3.96);20,56;False;False;1;0,152844;0,00;0,00;0,00;0;0;0;0;0;1,6;0,0;0,0;0,0;1486,3;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;1,7;0,7325567;196,5064;192,3433;192,3433;594,2079;(-1.54, -0.44, 4.57);22,20236;False;False;1;0,1436047;0,00;0,00;0,00;0;0;0;0;0;1,7;0,0;0,0;0,0;1486,9;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;1,8;0,7863568;195,7202;191,7719;191,7719;593,422;(-1.76, -0.44, 5.22);23,60294;False;False;1;0,1336515;0,00;0,00;0,00;0;0;0;0;0;1,8;0,0;0,0;0,0;1487,7;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;1,9;0,7170052;195,0034;190,629;190,629;592,7054;(-1.96, -0.44, 5.82);25,21795;False;False;1;0,1244263;0,00;0,00;0,00;0;0;0;0;0;1,9;0,0;0,0;0,0;1488,3;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;2,0;0,8867882;194,1168;190,0575;190,0575;591,819;(-2.20, -0.44, 6.56);26,82364;False;False;1;0,1133368;0,00;0,00;0,00;0;0;0;0;0;2,0;0,0;0,0;0,0;1489,2;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;2,1;0,9395739;193,1774;188,9147;188,9147;590,8799;(-2.46, -0.44, 7.34);28,19335;False;False;1;0,101136;0,00;0,00;0,00;0;0;0;0;0;2,1;0,0;0,0;0,0;1490,0;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;2,2;0,8472815;192,3303;187,7718;187,7718;590,0332;(-2.69, -0.44, 8.04);29,7765;False;False;1;0,09035069;0,00;0,00;0,00;0;0;0;0;0;2,2;0,0;0,0;0,0;1490,8;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;2,3;1,037755;191,2927;186,6289;186,6289;588,996;(-2.98, -0.44, 8.90);31,34664;False;False;1;0,07752107;0,00;0,00;0,00;0;0;0;0;0;2,3;0,0;0,0;0,0;1491,8;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;2,4;1,08924;190,2037;186,0575;186,0575;587,9074;(-3.28, -0.44, 9.81);32,68963;False;False;1;0,06353427;0,00;0,00;0,00;0;0;0;0;0;2,4;0,0;0,0;0,0;1492,8;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;2,5;0,9751536;189,2288;184,9147;184,9147;586,9327;(-3.55, -0.44, 10.62);34,24144;False;False;1;0,05207479;0,00;0,00;0,00;0;0;0;0;0;2,5;0,0;0,0;0,0;1493,8;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;2,6;1,185656;188,0434;183,2005;183,2005;585,7477;(-3.88, -0.44, 11.60);35,77115;False;False;1;0,04037387;0,00;0,00;0,00;0;0;0;0;0;2,6;0,0;0,0;0,0;1494,9;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;2,7;1,235199;186,8085;182,0576;182,0576;584,5132;(-4.22, -0.44, 12.63);37,06366;False;False;1;0,0305855;0,00;0,00;0,00;0;0;0;0;0;2,7;0,0;0,0;0,0;1496,1;20;0,00;0,00;False;False;0;Left;
UK11;-2;InteractivePathPlanning;1;2,8;1,098195;185,7105;180,9148;180,9148;583,4156;(-4.52, -0.44, 13.54);38,53992;False;False;1;0,02968872;0,00;0,00;0,00;0;0;0;0;0;2,8;0,0;0,0;0,0;1497,1;20;0,00;0,00;False;False;0;Left;
