userID;scenarioID;controlMode;elapsedTime;timeStampEvent;additionalInfo;
PK11;12;Waypoint;0,0;RequestStarted;1;
PK11;12;Waypoint;0,0;RequestStarted;2;
PK11;12;Waypoint;0,0;RequestStarted;3;
PK11;12;Waypoint;0,0;RequestStarted;4;
PK11;12;Waypoint;1,3;RequestOpenedMain;1;
PK11;12;Waypoint;17,6;RequestRemovedMain;1;
PK11;12;Waypoint;17,6;RequestOpenedSecondary;1;
PK11;12;Waypoint;17,6;RequestOpenedMain;2;
PK11;12;Waypoint;29,7;RequestRemovedMain;2;
PK11;12;Waypoint;29,7;RequestOpenedMain;3;
PK11;12;Waypoint;42,1;RequestRemovedMain;3;
PK11;12;Waypoint;42,1;RequestOpenedMain;4;
PK11;12;Waypoint;52,0;RequestRemovedSecondary;1;
PK11;12;Waypoint;52,0;RequestRemovedMain;4;
PK11;12;Waypoint;52,0;RequestOpenedSecondary;4;
PK11;12;Waypoint;52,0;RequestOpenedMain;1;
PK11;12;Waypoint;52,0;RequestRemovedSecondary;4;
PK11;12;Waypoint;52,0;RequestOpenedSecondary;4;
PK11;12;Waypoint;69,0;RequestRemovedMain;1;
PK11;12;Waypoint;69,0;RequestOpenedMain;2;
PK11;12;Waypoint;73,7;RequestFinished;1;
PK11;12;Waypoint;80,6;RequestRemovedMain;2;
PK11;12;Waypoint;80,6;RequestOpenedMain;3;
PK11;12;Waypoint;87,1;RequestFinished;2;
PK11;12;Waypoint;89,8;RequestRemovedSecondary;4;
PK11;12;Waypoint;89,8;RequestRemovedMain;3;
PK11;12;Waypoint;89,8;RequestOpenedSecondary;3;
PK11;12;Waypoint;89,8;RequestOpenedMain;4;
PK11;12;Waypoint;89,8;RequestRemovedSecondary;3;
PK11;12;Waypoint;89,8;RequestOpenedSecondary;3;
PK11;12;Waypoint;101,7;RequestRemovedSecondary;3;
PK11;12;Waypoint;101,7;RequestFinished;3;
PK11;12;Waypoint;112,3;RequestRemovedMain;4;
PK11;12;Waypoint;112,3;RequestFinished;4;
