userID;scenarioID;controlMode;elapsedTimeSinceAccess;activeRequests;succeededRequests;mousePositionX;mousePositionY;usingMultiView;usingSingleViewMain;EyeGazeArea;mouseClickLeft;mouseClickRight;pressLeftCtrl;pressShift;
DB06;-1;Trajectory;0,0;2;0;1476;621;False;False;None;0;0;0;0;
DB06;-1;Trajectory;0,1;2;0;1234;617;False;False;None;1;0;0;0;
DB06;-1;Trajectory;0,2;2;0;1210;551;False;False;None;1;0;0;0;
DB06;-1;Trajectory;0,3;2;0;1101;687;False;False;None;1;0;0;0;
DB06;-1;Trajectory;0,4;2;0;1525;589;False;False;None;1;0;0;0;
DB06;-1;Trajectory;0,5;2;0;1231;772;False;False;None;1;0;0;0;
DB06;-1;Trajectory;0,6;2;0;1434;529;False;False;None;1;0;0;0;
DB06;-1;Trajectory;0,7;2;0;1354;701;False;False;None;1;0;0;0;
DB06;-1;Trajectory;0,8;2;0;1329;488;False;False;None;1;0;0;0;
DB06;-1;Trajectory;0,9;2;0;1322;554;False;False;None;1;0;0;0;
DB06;-1;Trajectory;1,0;2;0;1322;554;False;False;None;1;0;0;0;
DB06;-1;Trajectory;1,1;2;0;1322;554;False;False;None;1;0;0;0;
DB06;-1;Trajectory;1,2;2;0;1322;561;False;False;None;1;0;0;0;
DB06;-1;Trajectory;1,3;2;0;1322;561;False;False;None;1;0;0;0;
DB06;-1;Trajectory;1,4;2;0;1322;561;False;False;None;1;0;0;0;
DB06;-1;Trajectory;1,5;2;0;1322;561;False;False;None;1;0;0;0;
DB06;-1;Trajectory;1,6;2;0;1322;561;False;False;None;1;0;0;0;
DB06;-1;Trajectory;1,7;2;0;1322;561;False;False;None;1;0;0;0;
DB06;-1;Trajectory;1,8;2;0;1322;561;False;False;None;1;0;0;0;
DB06;-1;Trajectory;1,9;2;0;1322;561;False;False;None;1;0;0;0;
DB06;-1;Trajectory;2,0;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;2,1;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;2,2;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;2,3;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;2,4;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;2,5;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;2,6;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;2,7;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;2,8;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;2,9;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;3,0;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;3,1;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;3,2;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;3,3;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;3,4;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;3,5;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;3,6;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;3,7;2;0;1325;571;False;False;None;1;0;0;0;
DB06;-1;Trajectory;3,8;2;0;1249;673;False;False;None;1;0;0;0;
DB06;-1;Trajectory;3,9;2;0;1049;795;False;False;None;1;0;0;0;
DB06;-1;Trajectory;4,0;2;0;976;858;False;False;None;1;0;0;0;
DB06;-1;Trajectory;4,1;2;0;867;949;False;False;None;1;0;0;0;
DB06;-1;Trajectory;4,2;2;0;507;1128;False;False;None;1;0;0;0;
DB06;-1;Trajectory;4,3;2;0;454;1159;False;False;None;1;0;0;0;
DB06;-1;Trajectory;4,4;2;0;405;1233;False;False;None;1;0;0;0;
DB06;-1;Trajectory;4,5;2;0;258;1289;False;False;None;1;0;0;0;
DB06;-1;Trajectory;4,6;2;0;227;1292;False;False;None;1;0;0;0;
DB06;-1;Trajectory;4,7;2;0;227;1292;False;False;None;1;0;0;0;
DB06;-1;Trajectory;4,8;2;0;233;1283;False;False;None;1;0;0;0;
DB06;-1;Trajectory;4,9;2;0;545;1104;False;False;None;1;0;0;0;
DB06;-1;Trajectory;5,0;2;0;849;978;False;False;None;1;0;0;0;
DB06;-1;Trajectory;5,1;2;0;849;978;False;False;None;1;0;0;0;
DB06;-1;Trajectory;5,2;2;0;849;978;False;False;None;1;0;0;0;
DB06;-1;Trajectory;5,3;2;0;849;978;False;False;None;1;0;0;0;
DB06;-1;Trajectory;5,4;2;0;849;978;False;False;None;1;0;0;0;
DB06;-1;Trajectory;5,5;2;0;849;978;False;False;None;1;0;0;0;
DB06;-1;Trajectory;5,6;2;0;849;978;False;False;None;1;0;0;0;
DB06;-1;Trajectory;5,7;2;0;860;971;False;False;None;1;0;0;0;
DB06;-1;Trajectory;5,8;2;0;870;957;False;False;None;1;0;0;0;
DB06;-1;Trajectory;5,9;2;0;870;957;False;False;None;1;0;0;0;
DB06;-1;Trajectory;6,0;2;0;870;957;False;False;None;1;0;0;0;
DB06;-1;Trajectory;6,1;2;0;870;957;False;False;None;1;0;0;0;
DB06;-1;Trajectory;6,2;2;0;857;957;False;False;None;1;0;0;0;
DB06;-1;Trajectory;6,3;2;0;832;943;False;False;None;1;0;0;0;
DB06;-1;Trajectory;6,4;2;0;825;936;False;False;None;1;0;0;0;
DB06;-1;Trajectory;6,5;2;0;825;936;False;False;None;1;0;0;0;
DB06;-1;Trajectory;6,6;2;0;818;953;False;False;None;1;0;0;0;
DB06;-1;Trajectory;6,7;2;0;818;967;False;False;None;1;0;0;0;
DB06;-1;Trajectory;6,8;2;0;818;967;False;False;None;1;0;0;0;
DB06;-1;Trajectory;6,9;2;0;818;967;False;False;None;1;0;0;0;
DB06;-1;Trajectory;7,0;2;0;818;967;False;False;None;1;0;0;0;
