X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
319;457;0.1246245;0.3340963;0.3115923;0.8353244;37072.2;0.1293755;True;28.08.2023 18:10:09:710;1693239009710;_mainView;
544;727;0.2125593;0.5311486;0.3743663;0.818988;37068.2;0.1250916;True;28.08.2023 18:10:09:724;1693239009724;_mainView;
603;879;0.235574;0.642756;0.1508913;0.7836229;37145.9;0.1446419;False;28.08.2023 18:10:09:739;1693239009739;_mainView;
598;966;0.2338276;0.7062566;0.1508912;0.7836225;37215.8;0.1446418;False;28.08.2023 18:10:09:756;1693239009756;_mainView;
563;967;0.2199533;0.707008;0.1239085;0.4890679;37345.1;0.1523212;False;28.08.2023 18:10:09:773;1693239009773;_mainView;
519;934;0.2030482;0.6824741;0.1239083;0.4890682;37461.5;0.1523212;False;28.08.2023 18:10:09:790;1693239009790;_mainView;
460;893;0.1800682;0.6529915;0.06226842;0.5129396;37862.9;0.1519658;False;28.08.2023 18:10:09:806;1693239009806;_mainView;
402;855;0.1571361;0.6247863;0.062268;0.5129396;38224.3;0.1519658;False;28.08.2023 18:10:09:824;1693239009824;_mainView;
361;808;0.1412679;0.5907151;0.1033816;0.4250844;38351.0;0.1607339;False;28.08.2023 18:10:09:839;1693239009839;_mainView;
333;763;0.1302184;0.5578427;0.1033816;0.4250844;38465.1;0.1607337;False;28.08.2023 18:10:09:856;1693239009856;_mainView;
328;727;0.1282406;0.5313696;0.1565921;0.4462193;38640.2;0.1599288;False;28.08.2023 18:10:09:873;1693239009873;_mainView;
333;698;0.1304424;0.5105693;0.1565921;0.4462198;38797.7;0.1599288;False;28.08.2023 18:10:09:890;1693239009890;_mainView;
342;679;0.1338903;0.4964487;0.1534133;0.4641985;39107.3;0.1720419;False;28.08.2023 18:10:09:906;1693239009906;_mainView;
352;666;0.1375104;0.4867797;0.1534133;0.4641981;39385.9;0.1720418;False;28.08.2023 18:10:09:924;1693239009924;_mainView;
353;650;0.1379651;0.4753649;0.1270518;0.4203399;39652.8;0.1570302;False;28.08.2023 18:10:09:939;1693239009939;_mainView;
350;635;0.1369849;0.4644198;0.1270518;0.4203402;39893.0;0.1570303;False;28.08.2023 18:10:09:956;1693239009956;_mainView;
342;636;0.1338048;0.4646045;0.1115309;0.5104791;40009.4;0.1413223;False;28.08.2023 18:10:09:973;1693239009973;_mainView;
332;642;0.1300053;0.4696428;0.1115316;0.5104793;40114.3;0.1413222;False;28.08.2023 18:10:09:989;1693239009989;_mainView;
324;666;0.1266572;0.4865486;0.1144196;0.6056679;40141.5;0.1732221;False;28.08.2023 18:10:10:6;1693239010006;_mainView;
317;693;0.1238686;0.5068241;0.1144192;0.6056678;40166.0;0.1732221;False;28.08.2023 18:10:10:22;1693239010022;_mainView;
311;720;0.1216264;0.5263843;0.1144198;0.6056683;40188.0;0.1732221;False;28.08.2023 18:10:10:39;1693239010039;_mainView;
320;727;0.1251508;0.5316461;0.1633267;0.4958117;40022.5;0.1777351;False;28.08.2023 18:10:10:56;1693239010056;_mainView;
334;725;0.1308195;0.5300779;0.1633269;0.4958117;39873.6;0.1777351;False;28.08.2023 18:10:10:73;1693239010073;_mainView;
343;737;0.1342998;0.5384573;0.1400538;0.6139753;39811.9;0.1768364;False;28.08.2023 18:10:10:89;1693239010089;_mainView;
349;753;0.1364457;0.5502874;0.140055;0.6139758;39756.3;0.1768362;False;28.08.2023 18:10:10:106;1693239010106;_mainView;
358;763;0.1399147;0.5577426;0.1598509;0.571337;39922.7;0.1766504;False;28.08.2023 18:10:10:124;1693239010124;_mainView;
327;718;0.1278988;0.5250673;0.01466344;0.225158;40057.6;0.1718016;False;28.08.2023 18:10:10:142;1693239010142;_mainView;
282;654;0.1104005;0.4783494;0.01466356;0.2251555;40179.0;0.1718017;False;28.08.2023 18:10:10:156;1693239010156;_requestList;
275;648;0.1074696;0.473594;0.1541878;0.6236602;40213.9;0.1752304;False;28.08.2023 18:10:10:173;1693239010173;_requestList;
284;667;0.1112347;0.4877281;0.1541878;0.6236602;40245.3;0.1752304;False;28.08.2023 18:10:10:190;1693239010190;_requestList;
305;707;0.1192408;0.5167338;0.1700652;0.6988676;40351.2;0.1732187;False;28.08.2023 18:10:10:206;1693239010206;_requestList;
