userID;scenarioID;controlMode;elapsedTime;timeStampEvent;additionalInfo;
EH29;8;InteractivePathPlanning;0,0;RequestStarted;1;
EH29;8;InteractivePathPlanning;0,0;RequestStarted;2;
EH29;8;InteractivePathPlanning;0,0;RequestStarted;3;
EH29;8;InteractivePathPlanning;3,1;RequestOpenedMain;1;
EH29;8;InteractivePathPlanning;4,4;RequestOpenedSecondary;2;
EH29;8;InteractivePathPlanning;8,4;RequestRemovedSecondary;2;
EH29;8;InteractivePathPlanning;8,4;RequestRemovedMain;1;
EH29;8;InteractivePathPlanning;8,4;RequestOpenedSecondary;1;
EH29;8;InteractivePathPlanning;8,4;RequestOpenedMain;2;
EH29;8;InteractivePathPlanning;8,4;RequestRemovedSecondary;1;
EH29;8;InteractivePathPlanning;8,4;RequestOpenedSecondary;1;
EH29;8;InteractivePathPlanning;12,9;RequestRemovedSecondary;1;
EH29;8;InteractivePathPlanning;12,9;RequestRemovedMain;2;
EH29;8;InteractivePathPlanning;12,9;RequestOpenedSecondary;2;
EH29;8;InteractivePathPlanning;12,9;RequestOpenedMain;1;
EH29;8;InteractivePathPlanning;12,9;RequestRemovedSecondary;2;
EH29;8;InteractivePathPlanning;12,9;RequestOpenedSecondary;2;
EH29;8;InteractivePathPlanning;15,7;RequestRemovedMain;1;
EH29;8;InteractivePathPlanning;15,7;RequestOpenedMain;3;
EH29;8;InteractivePathPlanning;18,4;RequestRemovedSecondary;2;
EH29;8;InteractivePathPlanning;18,4;RequestRemovedMain;3;
EH29;8;InteractivePathPlanning;18,4;RequestOpenedSecondary;3;
EH29;8;InteractivePathPlanning;18,4;RequestOpenedMain;2;
EH29;8;InteractivePathPlanning;18,4;RequestRemovedSecondary;3;
EH29;8;InteractivePathPlanning;18,4;RequestOpenedSecondary;3;
EH29;8;InteractivePathPlanning;21,7;RequestRemovedMain;2;
EH29;8;InteractivePathPlanning;21,7;RequestOpenedMain;1;
EH29;8;InteractivePathPlanning;26,5;RequestRemovedSecondary;3;
EH29;8;InteractivePathPlanning;26,5;RequestRemovedMain;1;
EH29;8;InteractivePathPlanning;26,5;RequestOpenedSecondary;1;
EH29;8;InteractivePathPlanning;26,5;RequestOpenedMain;3;
EH29;8;InteractivePathPlanning;26,5;RequestRemovedSecondary;1;
EH29;8;InteractivePathPlanning;26,5;RequestOpenedSecondary;1;
EH29;8;InteractivePathPlanning;33,8;RequestRemovedMain;3;
EH29;8;InteractivePathPlanning;33,8;RequestOpenedMain;2;
EH29;8;InteractivePathPlanning;36,6;RequestRemovedSecondary;1;
EH29;8;InteractivePathPlanning;36,6;RequestRemovedMain;2;
EH29;8;InteractivePathPlanning;36,6;RequestOpenedSecondary;2;
EH29;8;InteractivePathPlanning;36,6;RequestOpenedMain;1;
EH29;8;InteractivePathPlanning;36,6;RequestRemovedSecondary;2;
EH29;8;InteractivePathPlanning;36,6;RequestOpenedSecondary;2;
EH29;8;InteractivePathPlanning;39,6;RequestRemovedMain;1;
EH29;8;InteractivePathPlanning;39,6;RequestOpenedMain;3;
EH29;8;InteractivePathPlanning;42,3;RequestRemovedSecondary;2;
EH29;8;InteractivePathPlanning;42,3;RequestRemovedMain;3;
EH29;8;InteractivePathPlanning;42,3;RequestOpenedSecondary;3;
EH29;8;InteractivePathPlanning;42,3;RequestOpenedMain;2;
EH29;8;InteractivePathPlanning;42,3;RequestRemovedSecondary;3;
EH29;8;InteractivePathPlanning;42,3;RequestOpenedSecondary;3;
EH29;8;InteractivePathPlanning;47,0;RequestRemovedSecondary;3;
EH29;8;InteractivePathPlanning;47,0;RequestRemovedMain;2;
EH29;8;InteractivePathPlanning;47,0;RequestOpenedSecondary;2;
EH29;8;InteractivePathPlanning;47,0;RequestOpenedMain;3;
EH29;8;InteractivePathPlanning;47,0;RequestRemovedSecondary;2;
EH29;8;InteractivePathPlanning;47,0;RequestOpenedSecondary;2;
EH29;8;InteractivePathPlanning;48,8;RequestRemovedSecondary;2;
EH29;8;InteractivePathPlanning;48,8;RequestFinished;2;
EH29;8;InteractivePathPlanning;54,7;RequestRemovedMain;3;
EH29;8;InteractivePathPlanning;54,7;RequestOpenedSecondary;3;
EH29;8;InteractivePathPlanning;54,7;RequestOpenedMain;1;
EH29;8;InteractivePathPlanning;57,2;RequestRemovedSecondary;3;
EH29;8;InteractivePathPlanning;57,2;RequestFinished;3;
EH29;8;InteractivePathPlanning;64,8;RequestRemovedMain;1;
EH29;8;InteractivePathPlanning;64,8;RequestFinished;1;
