userID;scenarioID;controlMode;elapsedTime;timeStampEvent;additionalInfo;
MR15;-1;Trajectory;0,0;RequestStarted;1;
MR15;-1;Trajectory;0,0;RequestStarted;2;
MR15;-1;Trajectory;3,4;RequestOpenedMain;1;
MR15;-1;Trajectory;8,1;RequestOpenedSecondary;2;
MR15;-1;Trajectory;41,6;RequestRemovedSecondary;2;
MR15;-1;Trajectory;41,6;RequestRemovedMain;1;
MR15;-1;Trajectory;41,6;RequestOpenedSecondary;1;
MR15;-1;Trajectory;41,6;RequestOpenedMain;2;
MR15;-1;Trajectory;41,6;RequestRemovedSecondary;1;
MR15;-1;Trajectory;41,6;RequestOpenedSecondary;1;
MR15;-1;Trajectory;69,8;RequestRemovedSecondary;1;
MR15;-1;Trajectory;69,8;RequestRemovedMain;2;
MR15;-1;Trajectory;69,8;RequestOpenedSecondary;2;
MR15;-1;Trajectory;69,8;RequestOpenedMain;1;
MR15;-1;Trajectory;69,8;RequestRemovedSecondary;2;
MR15;-1;Trajectory;69,8;RequestOpenedSecondary;2;
MR15;-1;Trajectory;84,1;RequestRemovedSecondary;2;
MR15;-1;Trajectory;84,1;RequestRemovedMain;1;
MR15;-1;Trajectory;84,1;RequestOpenedSecondary;1;
MR15;-1;Trajectory;84,1;RequestOpenedMain;2;
MR15;-1;Trajectory;84,1;RequestRemovedSecondary;1;
MR15;-1;Trajectory;84,1;RequestOpenedSecondary;1;
MR15;-1;Trajectory;92,2;RequestRemovedSecondary;1;
MR15;-1;Trajectory;92,2;RequestFinished;1;
MR15;-1;Trajectory;109,6;RequestRemovedMain;2;
MR15;-1;Trajectory;109,6;RequestFinished;2;
