X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
537;171;0.2100491;0.1255363;0.5251752;0.3138721;494.2;0.1523029;False;28.08.2023 15:45:13:72;1693230313072;_mainView;
886;356;0.3461512;0.260728;0.5731931;0.5995618;493.7;0.2153329;False;28.08.2023 15:45:13:86;1693230313086;_mainView;
1103;554;0.4309093;0.4051367;0.5704573;0.8753914;493.2;0.215537;False;28.08.2023 15:45:13:101;1693230313101;_mainView;
1169;694;0.4570171;0.5073776;0.3683996;0.7412648;488.6;0.1638559;False;28.08.2023 15:45:13:118;1693230313118;_mainView;
1170;791;0.457407;0.5783481;0.3683993;0.7412649;484.5;0.1638561;False;28.08.2023 15:45:13:135;1693230313135;_mainView;
1181;797;0.4616956;0.5827487;0.4935431;0.3500251;485.1;0.1662344;False;28.08.2023 15:45:13:152;1693230313152;_mainView;
1195;764;0.4670953;0.5587719;0.4935432;0.3500251;485.7;0.1662343;False;28.08.2023 15:45:13:170;1693230313170;_mainView;
1178;725;0.4601993;0.5301249;0.3828267;0.3928468;485.2;0.1662099;False;28.08.2023 15:45:13:188;1693230313188;_mainView;
1148;688;0.4487589;0.5026619;0.3828266;0.3928469;484.7;0.1662101;False;28.08.2023 15:45:13:202;1693230313202;_mainView;
1168;669;0.4562647;0.4893466;0.5639995;0.4906059;489.7;0.1833367;False;28.08.2023 15:45:13:218;1693230313218;_mainView;
1206;662;0.4712179;0.4836572;0.5639994;0.4906059;494.2;0.1833365;False;28.08.2023 15:45:13:235;1693230313235;_mainView;
1218;673;0.4759543;0.4917591;0.4545016;0.5815551;489.3;0.1827136;False;28.08.2023 15:45:13:252;1693230313252;_mainView;
1217;691;0.4757082;0.505016;0.4545017;0.5815551;484.8;0.1827134;False;28.08.2023 15:45:13:268;1693230313268;_mainView;
1135;744;0.4435809;0.5438492;0.1795063;0.8105521;480.6;0.1755446;False;28.08.2023 15:45:13:285;1693230313285;_mainView;
1026;807;0.4009712;0.5896792;0.1795062;0.8105522;476.8;0.1755445;False;28.08.2023 15:45:13:302;1693230313302;_mainView;
1003;826;0.3921361;0.6040599;0.4918657;0.5370497;478.3;0.1753063;False;28.08.2023 15:45:13:370;1693230313370;_mainView;
1021;825;0.3990448;0.6031156;0.4918656;0.5370498;479.7;0.1753059;False;28.08.2023 15:45:13:385;1693230313385;_mainView;
993;844;0.3882018;0.6170269;0.2707117;0.7356731;476.1;0.1723121;False;28.08.2023 15:45:13:402;1693230313402;_mainView;
949;870;0.3707571;0.6359401;0.2707117;0.7356731;473.0;0.1723118;False;28.08.2023 15:45:13:419;1693230313419;_mainView;
1047;835;0.4093217;0.6103744;0.7983189;0.3227172;498.2;0.2804558;False;28.08.2023 15:45:13:435;1693230313435;_mainView;
1198;777;0.4682456;0.5680939;0.7983189;0.3227171;521.0;0.2804551;False;28.08.2023 15:45:13:451;1693230313451;_mainView;
1348;715;0.5268864;0.5229616;0.7721218;0.3217787;530.6;0.2749519;False;28.08.2023 15:45:13:470;1693230313470;_mainView;
1381;682;0.5397302;0.4989014;0.4081088;0.4832028;530.8;0.1858781;False;28.08.2023 15:45:13:485;1693230313485;_mainView;
1359;666;0.5311311;0.4866689;0.4081087;0.4832029;531.0;0.1858784;False;28.08.2023 15:45:13:502;1693230313502;_mainView;
1406;632;0.5492738;0.461943;0.7338673;0.3074284;530.2;0.223399;False;28.08.2023 15:45:13:518;1693230313518;_mainView;
1477;594;0.5771661;0.4344182;0.7338669;0.3074286;529.5;0.2234007;False;28.08.2023 15:45:13:536;1693230313536;_mainView;
1556;575;0.607932;0.4204316;0.7488417;0.4165277;530.3;0.2178815;False;28.08.2023 15:45:13:552;1693230313552;_mainView;
1629;566;0.6366317;0.4138849;0.7488417;0.4165278;531.1;0.217882;False;28.08.2023 15:45:13:568;1693230313568;_mainView;
1659;560;0.6480588;0.4091555;0.6260759;0.3966489;532.1;0.2249104;False;28.08.2023 15:45:13:585;1693230313585;_mainView;
1665;555;0.6506872;0.405733;0.6260759;0.3966489;533.0;0.2249104;False;28.08.2023 15:45:13:602;1693230313602;_mainView;
1696;559;0.6626554;0.4088392;0.7507878;0.4483468;537.5;0.2113832;False;28.08.2023 15:45:13:618;1693230313618;_mainView;
1734;567;0.67742;0.4144687;0.7507874;0.448347;541.5;0.2113841;False;28.08.2023 15:45:13:635;1693230313635;_mainView;
1795;578;0.7013093;0.4222637;0.8386566;0.4637895;556.3;0.2530427;False;28.08.2023 15:45:13:652;1693230313652;_mainView;
1860;588;0.7266126;0.4301645;0.8386566;0.4637893;569.7;0.2530434;False;28.08.2023 15:45:13:669;1693230313669;_secondaryView;
1869;596;0.7301055;0.435829;0.6563986;0.4505664;564.0;0.1934615;False;28.08.2023 15:45:13:685;1693230313685;_secondaryView;
1852;602;0.7236702;0.439902;0.6563993;0.4505661;559.0;0.193461;False;28.08.2023 15:45:13:701;1693230313701;_secondaryView;
1804;620;0.7047011;0.4535951;0.5742096;0.5501113;549.5;0.1870136;False;28.08.2023 15:45:13:719;1693230313719;_mainView;
1746;643;0.6822932;0.4700212;0.5742096;0.5501113;541.1;0.1870131;False;28.08.2023 15:45:13:735;1693230313735;_mainView;
1691;665;0.6608009;0.485869;0.57421;0.550111;533.4;0.1870117;False;28.08.2023 15:45:13:752;1693230313752;_mainView;
1612;648;0.6297213;0.4740294;0.4602876;0.3120864;528.0;0.1674;False;28.08.2023 15:45:13:769;1693230313769;_mainView;
1530;617;0.5978019;0.4513448;0.4602876;0.3120863;523.1;0.1673989;False;28.08.2023 15:45:13:784;1693230313784;_mainView;
1515;569;0.5920292;0.4162265;0.6737294;0.218289;521.0;0.1740855;False;28.08.2023 15:45:13:802;1693230313802;_mainView;
1531;519;0.59833;0.3794584;0.6737296;0.2182888;519.1;0.1740855;False;28.08.2023 15:45:13:818;1693230313818;_mainView;
1516;496;0.5922877;0.362578;0.5168818;0.3722459;521.5;0.1893994;False;28.08.2023 15:45:13:836;1693230313836;_mainView;
1488;487;0.5814931;0.3562306;0.5168819;0.3722458;523.7;0.1893995;False;28.08.2023 15:45:13:852;1693230313852;_mainView;
1550;470;0.6058165;0.3438674;0.8503221;0.2675439;520.8;0.1953398;False;28.08.2023 15:45:13:868;1693230313868;_mainView;
1645;452;0.6428897;0.3302056;0.8503221;0.2675422;518.2;0.1953497;False;28.08.2023 15:45:13:885;1693230313885;_mainView;
