UserID;ScenarioID;controlMode;requestID;elapsedTimeSinceAccess;distanceTravelledSinceLastLog;distanceToEndOfInstructedPath;lengthOfCurrentInstructedPath;lengthOfCurrentInstructedInputPath;distanceToEnd;vehiclePosition;vehicleSpeed;constructionSiteEntered;endReached;closestLane;currentLaneDeviation;timeOfCollisionAvoidanceTraffic;timeOfCollisionAvoidanceObstacle;timeOfCollisionAvoidancePedestrian;amountOfAdditionInput;amountOfAdditionMarkers;amountOfSnapToMiddleInput;amountOfSnapToMiddleMarkers;amountOfReadjustmentInput;timeSinceLastInput;currentlyNeglectedTime;blindTimeSum;isMainRequest;isSecondaryRequest;totalRequestAmount;sideOfConstructionSite;
MJ28;11;InteractivePathPlanning;4;0,0;0,01841518;199,2712;194,1665;194,1665;603,7455;(0.00, -0.44, 0.00);0;False;False;1;0,4932165;0,00;0,00;0,00;0;0;0;0;0;0,0;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;0,1;0,01133805;199,2608;194,1665;194,1665;603,7355;(-0.01, -0.44, 0.01);0,3095037;False;False;1;0,4897803;0,00;0,00;0,00;0;0;0;0;0;0,1;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;0,2;0,03232192;199,2286;194,1665;194,1665;603,7031;(-0.02, -0.44, 0.03);1,374297;False;False;1;0,4879774;0,00;0,00;0,00;0;0;0;0;0;0,2;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;0,3;0,06984272;199,1588;194,1665;194,1665;603,6337;(-0.04, -0.44, 0.09);2,369123;False;False;1;0,4867486;0,00;0,00;0,00;0;0;0;0;0;0,3;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;0,4;0,1042489;199,0546;194,1665;194,1665;603,5292;(-0.06, -0.44, 0.18);3,148181;False;False;1;0,4849663;0,00;0,00;0,00;0;0;0;0;0;0,4;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;0,5;0,1401148;198,9145;194,1665;194,1665;603,3892;(-0.10, -0.44, 0.29);4,201862;False;False;1;0,4825981;0,00;0,00;0,00;0;0;0;0;0;0,5;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;0,6;0,1506173;198,7639;194,1665;194,1665;603,2391;(-0.15, -0.44, 0.42);5,530731;False;False;1;0,479615;0,00;0,00;0,00;0;0;0;0;0;0,6;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;0,7;0,2147235;198,5493;194,1665;194,1665;603,0242;(-0.21, -0.44, 0.60);6,621559;False;False;1;0,474921;0,00;0,00;0,00;0;0;0;0;0;0,7;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;0,8;0,2600485;198,2894;194,1665;194,1665;602,7646;(-0.28, -0.44, 0.81);7,990808;False;False;1;0,4677611;0,00;0,00;0,00;0;0;0;0;0;0,8;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;0,9;0,2611305;198,0284;194,1665;194,1665;602,5044;(-0.36, -0.44, 1.03);9,459103;False;False;1;0,4591778;0,00;0,00;0,00;0;0;0;0;0;0,9;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;1,0;0,3525187;197,6763;194,1665;194,1665;602,1525;(-0.46, -0.44, 1.32);10,79914;False;False;1;0,4452723;0,00;0,00;0,00;0;0;0;0;0;1,0;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;1,1;0,3455607;197,3312;193,5951;193,5951;601,8076;(-0.57, -0.44, 1.60);12,46126;False;False;1;0,4296387;0,00;0,00;0,00;0;0;0;0;0;1,1;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;1,2;0,4575364;196,8744;193,0238;193,0238;601,3517;(-0.71, -0.44, 1.98);13,98639;False;False;1;0,4054533;0,00;0,00;0,00;0;0;0;0;0;1,2;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;1,3;0,4387783;196,4366;192,4523;192,4523;600,9147;(-0.85, -0.44, 2.33);15,73332;False;False;1;0,3789532;0,00;0,00;0,00;0;0;0;0;0;1,3;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;1,4;0,5641909;195,8739;191,881;191,881;600,3529;(-1.03, -0.44, 2.79);17,41244;False;False;1;0,3408791;0,00;0,00;0,00;0;0;0;0;0;1,4;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;1,5;0,6195608;195,2558;191,3095;191,3095;599,7358;(-1.22, -0.44, 3.30);18,8139;False;False;1;0,303452;0,00;0,00;0,00;0;0;0;0;0;1,5;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;1,6;0,5742713;194,6826;190,7381;190,7381;599,1638;(-1.40, -0.44, 3.77);20,45324;False;False;1;0,2717255;0,00;0,00;0,00;0;0;0;0;0;1,6;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;1,7;0,7207637;193,963;189,5953;189,5953;598,4449;(-1.62, -0.44, 4.36);22,11283;False;False;1;0,2342695;0,00;0,00;0,00;0;0;0;0;0;1,7;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;1,8;0,7769167;193,1874;189,0239;189,0239;597,6708;(-1.86, -0.44, 5.00);23,77721;False;False;1;0,1956941;0,00;0,00;0,00;0;0;0;0;0;1,8;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;1,9;0,7097098;192,4788;187,8811;187,8811;596,9631;(-2.08, -0.44, 5.58);25,20323;False;False;1;0,161261;0,00;0,00;0,00;0;0;0;0;0;1,9;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;2,0;0,8786763;191,6015;187,3097;187,3097;596,0865;(-2.35, -0.44, 6.30);26,82938;False;False;1;0,1192583;0,00;0,00;0,00;0;0;0;0;0;2,0;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;2,1;0,9325271;190,6704;186,1668;186,1668;595,1567;(-2.63, -0.44, 7.06);28,39933;False;False;1;0,07595605;0,00;0,00;0,00;0;0;0;0;0;2,1;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;2,2;0,9825897;189,6894;185,5953;185,5953;594,1771;(-2.93, -0.44, 7.87);29,50238;False;False;1;0,03619773;0,00;0,00;0,00;0;0;0;0;0;2,2;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;2,3;0,8825133;188,8083;184,4524;184,4524;593,2972;(-3.20, -0.44, 8.59);31,21068;False;False;1;0,03670039;0,00;0,00;0,00;0;0;0;0;0;2,3;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;2,4;1,074749;187,7347;183,3094;183,3094;592,225;(-3.52, -0.44, 9.48);32,64959;False;False;1;0,0693417;0,00;0,00;0,00;0;0;0;0;0;2,4;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;2,5;1,122295;186,6128;182,1664;182,1664;591,1036;(-3.84, -0.44, 10.41);33,67575;False;False;1;0,08898059;0,00;0,00;0,00;0;0;0;0;0;2,5;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;2,6;1,000053;185,6129;181,0237;181,0237;590,1044;(-4.11, -0.44, 11.24);35,29993;False;False;1;0,09751304;0,00;0,00;0,00;0;0;0;0;0;2,6;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;2,7;1,387432;184,2257;180,4523;180,4523;588,7179;(-4.49, -0.44, 12.39);35,706;False;False;1;0,1126324;0,00;0,00;0,00;0;0;0;0;0;2,7;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;2,8;1,080154;183,1458;178,1664;178,1664;587,6386;(-4.78, -0.44, 13.29);37,92414;False;False;1;0,1273056;0,00;0,00;0,00;0;0;0;0;0;2,8;0,0;0,0;False;False;4;Right;
MJ28;11;InteractivePathPlanning;4;2,9;1,303822;181,8423;177,0237;177,0237;586,3358;(-5.15, -0.44, 14.37);39,30707;False;False;1;0,1476973;0,00;0,00;0,00;0;0;0;0;0;2,9;0,0;0,0;False;False;4;Right;
