userID;scenarioID;controlMode;elapsedTime;timeStampEvent;additionalInfo;
JM29;10;Trajectory;0,0;RequestStarted;1;
JM29;10;Trajectory;0,0;RequestStarted;2;
JM29;10;Trajectory;0,0;RequestStarted;3;
JM29;10;Trajectory;0,0;RequestStarted;4;
JM29;10;Trajectory;1,9;RequestOpenedMain;1;
JM29;10;Trajectory;12,2;RequestRemovedMain;1;
JM29;10;Trajectory;12,2;RequestOpenedSecondary;1;
JM29;10;Trajectory;12,2;RequestOpenedMain;2;
JM29;10;Trajectory;15,7;RequestRemovedMain;2;
JM29;10;Trajectory;15,7;RequestOpenedMain;4;
JM29;10;Trajectory;17,9;RequestRemovedMain;4;
JM29;10;Trajectory;17,9;RequestOpenedMain;3;
JM29;10;Trajectory;20,9;RequestRemovedSecondary;1;
JM29;10;Trajectory;20,9;RequestRemovedMain;3;
JM29;10;Trajectory;20,9;RequestOpenedSecondary;3;
JM29;10;Trajectory;20,9;RequestOpenedMain;1;
JM29;10;Trajectory;20,9;RequestRemovedSecondary;3;
JM29;10;Trajectory;20,9;RequestOpenedSecondary;3;
JM29;10;Trajectory;24,7;RequestRemovedMain;1;
JM29;10;Trajectory;24,7;RequestOpenedMain;2;
JM29;10;Trajectory;27,3;RequestRemovedMain;2;
JM29;10;Trajectory;27,3;RequestOpenedMain;4;
JM29;10;Trajectory;29,8;RequestRemovedSecondary;3;
JM29;10;Trajectory;29,8;RequestRemovedMain;4;
JM29;10;Trajectory;29,8;RequestOpenedSecondary;4;
JM29;10;Trajectory;29,8;RequestOpenedMain;3;
JM29;10;Trajectory;29,8;RequestRemovedSecondary;4;
JM29;10;Trajectory;29,8;RequestOpenedSecondary;4;
JM29;10;Trajectory;34,7;RequestRemovedMain;3;
JM29;10;Trajectory;34,7;RequestOpenedMain;1;
JM29;10;Trajectory;42,7;RequestRemovedMain;1;
JM29;10;Trajectory;42,7;RequestOpenedMain;2;
JM29;10;Trajectory;44,1;RequestRemovedMain;2;
JM29;10;Trajectory;44,1;RequestOpenedMain;1;
JM29;10;Trajectory;48,0;RequestRemovedMain;1;
JM29;10;Trajectory;48,0;RequestOpenedMain;2;
JM29;10;Trajectory;53,5;RequestRemovedSecondary;4;
JM29;10;Trajectory;53,5;RequestRemovedMain;2;
JM29;10;Trajectory;53,5;RequestOpenedSecondary;2;
JM29;10;Trajectory;53,5;RequestOpenedMain;4;
JM29;10;Trajectory;53,5;RequestRemovedSecondary;2;
JM29;10;Trajectory;53,5;RequestOpenedSecondary;2;
JM29;10;Trajectory;54,1;RequestFinished;1;
JM29;10;Trajectory;59,7;RequestRemovedMain;4;
JM29;10;Trajectory;59,7;RequestOpenedMain;3;
JM29;10;Trajectory;64,6;RequestRemovedSecondary;2;
JM29;10;Trajectory;64,6;RequestRemovedMain;3;
JM29;10;Trajectory;64,6;RequestOpenedSecondary;3;
JM29;10;Trajectory;64,6;RequestOpenedMain;2;
JM29;10;Trajectory;64,6;RequestRemovedSecondary;3;
JM29;10;Trajectory;64,6;RequestOpenedSecondary;3;
JM29;10;Trajectory;68,1;RequestRemovedMain;2;
JM29;10;Trajectory;68,1;RequestOpenedMain;4;
JM29;10;Trajectory;75,5;RequestRemovedMain;4;
JM29;10;Trajectory;75,5;RequestOpenedMain;2;
JM29;10;Trajectory;80,5;RequestRemovedMain;2;
JM29;10;Trajectory;80,5;RequestFinished;2;
JM29;10;Trajectory;81,4;RequestRemovedSecondary;3;
JM29;10;Trajectory;81,4;RequestOpenedMain;3;
JM29;10;Trajectory;86,9;RequestRemovedMain;3;
JM29;10;Trajectory;86,9;RequestOpenedSecondary;3;
JM29;10;Trajectory;86,9;RequestOpenedMain;4;
JM29;10;Trajectory;96,0;RequestRemovedMain;4;
JM29;10;Trajectory;96,0;RequestFinished;4;
JM29;10;Trajectory;96,7;RequestRemovedSecondary;3;
JM29;10;Trajectory;96,7;RequestFinished;3;
