UserID;ScenarioID;controlMode;requestID;elapsedTimeSinceAccess;distanceTravelledSinceLastLog;distanceToEndOfInstructedPath;lengthOfCurrentInstructedPath;lengthOfCurrentInstructedInputPath;distanceToEnd;vehiclePosition;vehicleSpeed;constructionSiteEntered;endReached;closestLane;currentLaneDeviation;timeOfCollisionAvoidanceTraffic;timeOfCollisionAvoidanceObstacle;timeOfCollisionAvoidancePedestrian;amountOfAdditionInput;amountOfAdditionMarkers;amountOfSnapToMiddleInput;amountOfSnapToMiddleMarkers;amountOfReadjustmentInput;timeSinceLastInput;currentlyNeglectedTime;blindTimeSum;cameraPannedDistanceSum;cameraTravelledDistanceSum;zoomSize;followVehicleFocusTimeSum;followPathEndFocusTimeSum;isMainRequest;isSecondaryRequest;totalRequestAmount;sideOfConstructionSite;
SD28;3;Waypoint;1;0,0;0,01827567;202,0183;196,9147;196,9147;599,7175;(0.00, -0.44, 0.00);0;False;False;1;0,2369704;0,00;0,00;0,00;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;0,1;0,01343077;202,0048;196,9147;196,9147;599,704;(0.00, -0.44, 0.01);0,3741392;False;False;1;0,2370557;0,00;0,00;0,00;0;0;0;0;0;0,1;0,0;0,0;0,0;1482,3;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;0,2;0,04055207;201,9643;196,9147;196,9147;599,6635;(-0.01, -0.44, 0.05);1,64534;False;False;1;0,2370528;0,00;0,00;0,00;0;0;0;0;0;0,2;0,0;0,0;0,0;1482,3;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;0,3;0,07919037;201,8851;196,9147;196,9147;599,5844;(-0.04, -0.44, 0.11);2,716679;False;False;1;0,2362204;0,00;0,00;0,00;0;0;0;0;0;0,3;0,0;0,0;0,0;1482,3;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;0,4;0,1148802;201,7702;196,9147;196,9147;599,4696;(-0.07, -0.44, 0.21);3,457984;False;False;1;0,2350219;0,00;0,00;0,00;0;0;0;0;0;0,4;0,0;0,0;0,0;1482,4;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;0,5;0,1295269;201,6408;196,9147;196,9147;599,3401;(-0.10, -0.44, 0.31);4,614974;False;False;1;0,2329592;0,00;0,00;0,00;0;0;0;0;0;0,5;0,0;0,0;0,0;1482,5;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;0,6;0,1890912;201,4518;196,9147;196,9147;599,1511;(-0.16, -0.44, 0.47);6,035587;False;False;1;0,2287728;0,00;0,00;0,00;0;0;0;0;0;0,6;0,0;0,0;0,0;1482,6;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;0,7;0,2330327;201,2188;196,9147;196,9147;598,9183;(-0.22, -0.44, 0.66);7,183727;False;False;1;0,2236319;0,00;0,00;0,00;0;0;0;0;0;0,7;0,0;0,0;0,0;1482,8;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;0,8;0,2370247;200,9819;196,9147;196,9147;598,6816;(-0.29, -0.44, 0.86);8,608039;False;False;1;0,2167542;0,00;0,00;0,00;0;0;0;0;0;0,8;0,0;0,0;0,0;1483,0;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;0,9;0,3228999;200,6594;196,9147;196,9147;598,3593;(-0.39, -0.44, 1.12);10,12337;False;False;1;0,204533;0,00;0,00;0,00;0;0;0;0;0;0,9;0,0;0,0;0,0;1483,3;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;1,0;0,3755496;200,284;196,9147;196,9147;597,9841;(-0.50, -0.44, 1.43);11,50002;False;False;1;0,1947266;0,00;0,00;0,00;0;0;0;0;0;1,0;0,0;0,0;0,0;1483,6;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;1,1;0,3667006;199,9174;196,3433;196,3433;597,6177;(-0.60, -0.44, 1.74);13,18997;False;False;1;0,1883154;0,00;0,00;0,00;0;0;0;0;0;1,1;0,0;0,0;0,0;1483,9;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;1,2;0,4799043;199,4377;195,7718;195,7718;597,1381;(-0.73, -0.44, 2.14);14,89003;False;False;1;0,1799221;0,00;0,00;0,00;0;0;0;0;0;1,2;0,0;0,0;0,0;1484,3;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;1,3;0,5366357;198,9011;195,2004;195,2004;596,6017;(-0.88, -0.44, 2.58);16,33731;False;False;1;0,173952;0,00;0,00;0,00;0;0;0;0;0;1,3;0,0;0,0;0,0;1484,8;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;1,4;0,5042087;198,397;194,629;194,629;596,0978;(-1.02, -0.44, 3.00);18,01323;False;False;1;0,1672558;0,00;0,00;0,00;0;0;0;0;0;1,4;0,0;0,0;0,0;1485,3;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;1,5;0,6398678;197,7573;193,4862;193,4862;595,4584;(-1.20, -0.44, 3.53);19,6743;False;False;1;0,1578038;0,00;0,00;0,00;0;0;0;0;0;1,5;0,0;0,0;0,0;1485,8;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;1,6;0,6951036;197,0623;192,9148;192,9148;594,7636;(-1.39, -0.44, 4.11);21,08854;False;False;1;0,150252;0,00;0,00;0,00;0;0;0;0;0;1,6;0,0;0,0;0,0;1486,4;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;1,7;0,6392497;196,4232;192,3433;192,3433;594,1248;(-1.57, -0.44, 4.64);22,72773;False;False;1;0,1420662;0,00;0,00;0,00;0;0;0;0;0;1,7;0,0;0,0;0,0;1487,1;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;1,8;0,7963051;195,6271;191,2005;191,2005;593,3289;(-1.79, -0.44, 5.30);24,35289;False;False;1;0,1304952;0,00;0,00;0,00;0;0;0;0;0;1,8;0,0;0,0;0,0;1487,7;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;1,9;0,8504586;194,7768;190,629;190,629;592,4789;(-2.02, -0.44, 6.01);25,74082;False;False;1;0,120079;0,00;0,00;0,00;0;0;0;0;0;1,9;0,0;0,0;0,0;1488,5;20;0,00;0,00;False;False;1;Left;
SD28;3;Waypoint;1;2,0;0,9037078;193,8733;190,0575;190,0575;591,5757;(-2.27, -0.44, 6.76);26,65654;False;False;1;0,1078665;0,00;0,00;0,00;0;0;0;0;0;2,0;0,0;0,0;0,0;1489,4;20;0,02;0,00;True;False;1;Left;
SD28;3;Waypoint;1;2,1;0,8164662;193,057;188,3433;188,3433;590,7597;(-2.50, -0.44, 7.44);28,7005;False;False;1;0,09727085;0,00;0,00;0,00;0;0;0;0;0;2,1;0,0;0,0;0,0;1489,9;20;0,16;0,00;True;False;1;Left;
SD28;3;Waypoint;1;2,2;0,8555754;192,2016;187,7718;187,7718;589,9046;(-2.73, -0.44, 8.15);30,2867;False;False;1;0,08632676;0,00;0,00;0,00;0;0;0;0;0;2,2;0,0;0,0;0,0;1490,9;20;0,26;0,00;True;False;1;Left;
SD28;3;Waypoint;1;2,3;1,047152;191,1547;186,6289;186,6289;588,858;(-3.02, -0.44, 9.02);31,8533;False;False;1;0,07307862;0,00;0,00;0,00;0;0;0;0;0;2,3;0,0;0,0;0,0;1491,9;20;0,36;0,00;True;False;1;Left;
SD28;3;Waypoint;1;2,4;1,098747;190,0562;185,4861;185,4861;587,7599;(-3.33, -0.44, 9.93);33,19418;False;False;1;0,05892441;0,00;0,00;0,00;0;0;0;0;0;2,4;0,0;0,0;0,0;1493,0;20;0,46;0,00;True;False;1;Left;
