UserID;ScenarioID;controlMode;requestID;elapsedTimeSinceAccess;distanceTravelledSinceLastLog;distanceToEndOfInstructedPath;lengthOfCurrentInstructedPath;lengthOfCurrentInstructedInputPath;distanceToEnd;vehiclePosition;vehicleSpeed;constructionSiteEntered;endReached;closestLane;currentLaneDeviation;timeOfCollisionAvoidanceTraffic;timeOfCollisionAvoidanceObstacle;timeOfCollisionAvoidancePedestrian;amountOfAdditionInput;amountOfAdditionMarkers;amountOfSnapToMiddleInput;amountOfSnapToMiddleMarkers;amountOfReadjustmentInput;timeSinceLastInput;currentlyNeglectedTime;blindTimeSum;cameraPannedDistanceSum;cameraTravelledDistanceSum;zoomSize;followVehicleFocusTimeSum;followPathEndFocusTimeSum;isMainRequest;isSecondaryRequest;totalRequestAmount;sideOfConstructionSite;
EH29;4;Trajectory;2;1,1;0;199,268;194,166;194,166;603,7461;(0.00, -0.46, 0.00);0;False;False;1;0,4946651;0,00;0,00;0,00;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;1,2;0,023408;199,2592;194,166;194,166;603,7372;(0.00, -0.44, 0.01);0,2864076;False;False;1;0,4901121;0,00;0,00;0,00;0;0;0;0;0;0,1;0,0;0,0;0,0;3622,4;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;1,3;0,03803148;199,2212;194,166;194,166;603,6994;(-0.02, -0.44, 0.04);1,194461;False;False;1;0,487998;0,00;0,00;0,00;0;0;0;0;0;0,2;0,0;0,0;0,0;3622,4;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;1,4;0,06842852;199,1528;194,166;194,166;603,6312;(-0.04, -0.44, 0.09);2,055661;False;False;1;0,4864608;0,00;0,00;0,00;0;0;0;0;0;0,3;0,0;0,0;0,0;3622,5;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;1,5;0,08479481;199,0681;194,166;194,166;603,5464;(-0.06, -0.44, 0.16);3,011885;False;False;1;0,4858951;0,00;0,00;0,00;0;0;0;0;0;0,4;0,0;0,0;0,0;3622,5;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;1,6;0,1283356;198,9397;194,166;194,166;603,418;(-0.09, -0.44, 0.27);3,995324;False;False;1;0,4838684;0,00;0,00;0,00;0;0;0;0;0;0,5;0,0;0,0;0,0;3622,6;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;1,7;0,1378213;198,802;194,166;194,166;603,2804;(-0.13, -0.44, 0.39);5,049755;False;False;1;0,4814739;0,00;0,00;0,00;0;0;0;0;0;0,6;0,0;0,0;0,0;3622,7;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;1,8;0,1956218;198,6064;194,166;194,166;603,085;(-0.19, -0.44, 0.55);5,530788;False;False;1;0,4768054;0,00;0,00;0,00;0;0;0;0;0;0,7;0,0;0,0;0,0;3622,9;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;1,9;0,234579;198,3719;194,166;194,166;602,8506;(-0.26, -0.44, 0.74);5,697489;False;False;1;0,471205;0,00;0,00;0,00;0;0;0;0;0;0,8;0,0;0,0;0,0;3623,0;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;2,0;0,2743339;198,0978;194,166;194,166;602,5768;(-0.34, -0.44, 0.97);8,056945;False;False;1;0,4618861;0,00;0,00;0,00;0;0;0;0;0;0,9;0,0;0,0;0,0;3623,2;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;2,1;0,2682059;197,8298;194,166;194,166;602,3094;(-0.42, -0.44, 1.19);9,302567;False;False;1;0,4523729;0,00;0,00;0,00;0;0;0;0;0;1,0;0,0;0,0;0,0;3623,5;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;2,2;0,3537597;197,4765;194,166;194,166;601,9564;(-0.52, -0.44, 1.48);10,61418;False;False;1;0,4366908;0,00;0,00;0,00;0;0;0;0;0;1,1;0,0;0,0;0,0;3623,8;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;2,3;0,4005661;197,0766;193,5946;193,5946;601,5571;(-0.65, -0.44, 1.81);12,01132;False;False;1;0,4171216;0,00;0,00;0,00;0;0;0;0;0;1,2;0,0;0,0;0,0;3624,1;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;2,4;0,3165124;196,7607;193,0231;193,0231;601,2418;(-0.74, -0.44, 2.07);13,50049;False;False;1;0,3993573;0,00;0,00;0,00;0;0;0;0;0;1,3;0,0;0,0;0,0;3624,5;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;2,5;0,5600092;196,202;192,4517;192,4517;600,684;(-0.92, -0.44, 2.52);14,80851;False;False;1;0,3638777;0,00;0,00;0,00;0;0;0;0;0;1,4;0,0;0,0;0,0;3624,9;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;2,6;0,464344;195,739;191,8804;191,8804;600,2217;(-1.07, -0.44, 2.90);16,3626;False;False;1;0,3318307;0,00;0,00;0,00;0;0;0;0;0;1,5;0,0;0,0;0,0;3625,4;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;2,7;0,5909047;195,1494;191,309;191,309;599,6332;(-1.26, -0.44, 3.38);17,73012;False;False;1;0,2957259;0,00;0,00;0,00;0;0;0;0;0;1,6;0,0;0,0;0,0;3625,8;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;2,8;0,5507424;194,5997;190,7375;190,7375;599,0844;(-1.43, -0.44, 3.83);19,3935;False;False;1;0,2651191;0,00;0,00;0,00;0;0;0;0;0;1,7;0,0;0,0;0,0;3626,5;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;2,9;0,6943775;193,9066;189,5947;189,5947;598,3921;(-1.64, -0.44, 4.40);21,30411;False;False;1;0,2292342;0,00;0,00;0,00;0;0;0;0;0;1,8;0,0;0,0;0,0;3626,9;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;3,0;0,7494847;193,1583;189,0233;189,0233;597,645;(-1.87, -0.44, 5.02);22,74045;False;False;1;0,191033;0,00;0,00;0,00;0;0;0;0;0;1,9;0,0;0,0;0,0;3627,7;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;3,1;0,6873066;192,4722;188,4519;188,4519;596,9598;(-2.08, -0.44, 5.58);24,41332;False;False;1;0,1569464;0,00;0,00;0,00;0;0;0;0;0;2,0;0,0;0,0;0,0;3628,4;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;3,2;0,9788811;191,4949;187,3091;187,3091;595,9838;(-2.38, -0.44, 6.38);25,57823;False;False;1;0,1089918;0,00;0,00;0,00;0;0;0;0;0;2,1;0,0;0,0;0,0;3629,1;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;3,3;0,6475156;190,8484;186,1664;186,1664;595,3383;(-2.58, -0.44, 6.91);27,4028;False;False;1;0,07871284;0,00;0,00;0,00;0;0;0;0;0;2,2;0,0;0,0;0,0;3630,0;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;3,4;1,089946;189,7603;185,5949;185,5949;594,2515;(-2.92, -0.44, 7.81);28,72727;False;False;1;0,03441349;0,00;0,00;0,00;0;0;0;0;0;2,3;0,0;0,0;0,0;3630,7;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;3,5;1,007426;188,7544;184,452;184,452;593,2471;(-3.22, -0.44, 8.63);30,22986;False;False;1;0,04294344;0,00;0,00;0,00;0;0;0;0;0;2,4;0,0;0,0;0,0;3631,7;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;3,6;0,9026753;187,8526;183,3089;183,3089;592,3461;(-3.49, -0.44, 9.38);31,47669;False;False;1;0,06907658;0,00;0,00;0,00;0;0;0;0;0;2,5;0,0;0,0;0,0;3632,7;20;0,00;0,00;False;False;2;Right;
EH29;4;Trajectory;2;3,7;1,09776;186,7552;182,7375;182,7375;591,2494;(-3.80, -0.44, 10.29);32,30575;False;False;1;0,08730765;0,00;0,00;0,00;0;0;0;0;0;2,6;0,0;0,0;0,0;3633,6;20;0,02;0,00;True;False;2;Right;
EH29;4;Trajectory;2;3,8;0,979086;185,7762;181,0232;181,0232;590,2708;(-4.06, -0.44, 11.10);34,14247;False;False;1;0,09185434;0,00;0,00;0,00;0;0;0;0;0;2,7;0,0;0,0;0,0;3634,3;20;0,18;0,00;True;False;2;Right;
EH29;4;Trajectory;2;3,9;1,185236;184,5909;179,8803;179,8803;589,0859;(-4.37, -0.44, 12.09);35,58289;False;False;1;0,08747924;0,00;0,00;0,00;0;0;0;0;0;2,8;0,0;0,0;0,0;3635,4;20;0,26;0,00;True;False;2;Right;
EH29;4;Trajectory;2;4,0;1,234298;183,3567;178,7374;178,7374;587,8521;(-4.69, -0.44, 13.12);37,03056;False;False;1;0,08829232;0,00;0,00;0,00;0;0;0;0;0;2,9;0,0;0,0;0,0;3636,8;20;0,36;0,00;True;False;2;Right;
