userID;scenarioID;controlMode;elapsedTime;timeStampEvent;additionalInfo;
SA19;-3;Waypoint;0,0;RequestStarted;1;
SA19;-3;Waypoint;0,0;RequestStarted;2;
SA19;-3;Waypoint;2,0;RequestOpenedMain;1;
SA19;-3;Waypoint;22,4;RequestRemovedMain;1;
SA19;-3;Waypoint;22,4;RequestOpenedSecondary;1;
SA19;-3;Waypoint;22,4;RequestOpenedMain;2;
SA19;-3;Waypoint;33,5;RequestRemovedSecondary;1;
SA19;-3;Waypoint;33,5;RequestRemovedMain;2;
SA19;-3;Waypoint;33,5;RequestOpenedSecondary;2;
SA19;-3;Waypoint;33,5;RequestOpenedMain;1;
SA19;-3;Waypoint;33,5;RequestRemovedSecondary;2;
SA19;-3;Waypoint;33,5;RequestOpenedSecondary;2;
SA19;-3;Waypoint;41,8;RequestRemovedSecondary;2;
SA19;-3;Waypoint;41,8;RequestRemovedMain;1;
SA19;-3;Waypoint;41,8;RequestOpenedSecondary;1;
SA19;-3;Waypoint;41,8;RequestOpenedMain;2;
SA19;-3;Waypoint;41,8;RequestRemovedSecondary;1;
SA19;-3;Waypoint;41,8;RequestOpenedSecondary;1;
SA19;-3;Waypoint;50,4;RequestRemovedSecondary;1;
SA19;-3;Waypoint;50,4;RequestFinished;1;
SA19;-3;Waypoint;61,9;RequestRemovedMain;2;
SA19;-3;Waypoint;61,9;RequestFinished;2;
