X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
614;221;0.2399514;0.1616905;0.5999384;0.4042666;17243.7;0.1981976;False;29.08.2023 09:02:40:60;1693292560060;_mainView;
976;335;0.3815333;0.2452015;0.5884777;0.3397839;17260.7;0.187514;False;29.08.2023 09:02:40:77;1693292560077;_mainView;
1201;401;0.4695269;0.2929913;0.613718;0.355391;17275.9;0.1898921;False;29.08.2023 09:02:40:90;1693292560090;_mainView;
1303;440;0.5091841;0.3216637;0.500828;0.3646653;17358.2;0.1744042;False;29.08.2023 09:02:40:108;1693292560108;_mainView;
1343;463;0.5248686;0.3388663;0.500828;0.3646653;17432.2;0.1744042;False;29.08.2023 09:02:40:128;1693292560128;_mainView;
1359;452;0.531072;0.3302526;0.5202733;0.1986446;17538.3;0.1874865;False;29.08.2023 09:02:40:147;1693292560147;_mainView;
1362;430;0.5324215;0.3146932;0.5190456;0.2239013;17633.8;0.1874487;False;29.08.2023 09:02:40:160;1693292560160;_mainView;
1351;395;0.5278915;0.2887245;0.4857841;0.1397779;17575.9;0.2115661;False;29.08.2023 09:02:40:177;1693292560177;_mainView;
1334;357;0.5213262;0.2611596;0.4857842;0.1397779;17523.8;0.2115661;False;29.08.2023 09:02:40:194;1693292560194;_mainView;
1349;333;0.5271798;0.2438869;0.6017056;0.213052;17533.9;0.2133479;False;29.08.2023 09:02:40:210;1693292560210;_mainView;
1376;318;0.5378131;0.2329897;0.6017054;0.2130518;17542.9;0.2133481;False;29.08.2023 09:02:40:227;1693292560227;_mainView;
1415;319;0.5529091;0.2334596;0.634321;0.2814169;17591.0;0.2117789;False;29.08.2023 09:02:40:244;1693292560244;_mainView;
1454;326;0.5683215;0.2388511;0.6343209;0.2814167;17634.3;0.2117789;False;29.08.2023 09:02:40:262;1693292560262;_mainView;
1502;336;0.5867983;0.2456564;0.6768175;0.2799675;17620.0;0.2141813;False;29.08.2023 09:02:40:277;1693292560277;_mainView;
1547;345;0.6046183;0.2523448;0.6768172;0.2799673;17607.0;0.2141812;False;29.08.2023 09:02:40:294;1693292560294;_mainView;
1585;350;0.6192748;0.2561772;0.668032;0.2607067;17622.6;0.2064843;False;29.08.2023 09:02:40:310;1693292560310;_mainView;
1615;353;0.630962;0.2583449;0.6680319;0.2607069;17636.6;0.2064843;False;29.08.2023 09:02:40:327;1693292560327;_mainView;
1638;355;0.6400858;0.2595494;0.668032;0.2607069;17649.3;0.2064841;False;29.08.2023 09:02:40:343;1693292560343;_mainView;
1661;365;0.649206;0.266733;0.6875104;0.3211434;17687.7;0.19949;False;29.08.2023 09:02:40:361;1693292560361;_mainView;
1682;377;0.6573392;0.2757585;0.6875104;0.3211434;17722.3;0.19949;False;29.08.2023 09:02:40:377;1693292560377;_mainView;
1731;390;0.6763982;0.2853905;0.8007509;0.3283181;17692.0;0.211973;False;29.08.2023 09:02:40:394;1693292560394;_mainView;
1771;399;0.6921716;0.2916816;0.7451301;0.304575;17728.4;0.2167802;False;29.08.2023 09:02:40:412;1693292560412;_mainView;
1804;404;0.7048017;0.2958298;0.7451301;0.304575;17761.1;0.2167804;False;29.08.2023 09:02:40:426;1693292560426;_mainView;
1811;404;0.7077916;0.2951605;0.6812883;0.2728264;17838.8;0.2062376;False;29.08.2023 09:02:40:444;1693292560444;_mainView;
1807;400;0.7062368;0.2924539;0.6812882;0.2728262;17908.8;0.2062374;False;29.08.2023 09:02:40:460;1693292560460;_mainView;
1780;400;0.6956128;0.2926342;0.6142237;0.3050904;17837.3;0.2101749;False;29.08.2023 09:02:40:477;1693292560477;_mainView;
1746;402;0.6821654;0.2940592;0.6142238;0.3050907;17772.9;0.2101748;False;29.08.2023 09:02:40:494;1693292560494;_mainView;
1733;402;0.6770052;0.2941921;0.6889063;0.2895141;17760.7;0.1985934;False;29.08.2023 09:02:40:511;1693292560511;_mainView;
1730;402;0.6760315;0.2937448;0.6889063;0.2895141;17749.8;0.1985933;False;29.08.2023 09:02:40:527;1693292560527;_mainView;
1754;407;0.6854347;0.2974792;0.7669934;0.3301153;17728.1;0.2047679;False;29.08.2023 09:02:40:543;1693292560543;_mainView;
1787;414;0.6983659;0.3026412;0.7669934;0.3301146;17708.5;0.2047679;False;29.08.2023 09:02:40:562;1693292560562;_mainView;
1768;409;0.6908252;0.2989529;0.5761834;0.247592;17639.2;0.2015619;False;29.08.2023 09:02:40:577;1693292560577;_mainView;
