X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
332;346;0.1297671;0.2530145;0.3244503;0.6325995;39379.3;0.1818925;False;28.08.2023 18:27:03:109;1693240023109;_mainView;
480;577;0.1875628;0.4218399;0.2286624;0.7137463;39333.0;0.1617673;False;28.08.2023 18:27:03:126;1693240023126;_mainView;
604;743;0.2360389;0.5429372;0.3640492;0.803937;39228.8;0.1456789;False;28.08.2023 18:27:03:142;1693240023142;_mainView;
686;851;0.268187;0.6222726;0.3322224;0.7757525;39135.1;0.1456682;False;28.08.2023 18:27:03:158;1693240023158;_mainView;
759;923;0.2965883;0.6749008;0.3926382;0.7833278;39034.0;0.1494034;False;28.08.2023 18:27:03:176;1693240023176;_mainView;
851;960;0.3326138;0.7015704;0.505649;0.7108151;38947.5;0.1554655;False;28.08.2023 18:27:03:193;1693240023193;_mainView;
940;977;0.3674636;0.7141511;0.5056484;0.7108152;38869.6;0.1554654;False;28.08.2023 18:27:03:208;1693240023208;_mainView;
1030;981;0.4026664;0.7169927;0.5499895;0.6901292;38768.6;0.1551031;False;28.08.2023 18:27:03:224;1693240023224;_mainView;
1111;979;0.434086;0.7153065;0.5499901;0.6901293;38677.6;0.155103;False;28.08.2023 18:27:03:241;1693240023241;_mainView;
1148;958;0.4486574;0.7005009;0.4417772;0.5856851;38647.9;0.1548709;False;28.08.2023 18:27:03:258;1693240023258;_mainView;
1162;933;0.4542876;0.6815869;0.4417776;0.5856848;38621.2;0.1548712;False;28.08.2023 18:27:03:276;1693240023276;_mainView;
1192;931;0.4659858;0.6806876;0.5396313;0.7497915;38528.2;0.1666869;False;28.08.2023 18:27:03:291;1693240023291;_mainView;
1226;941;0.4790709;0.6877663;0.5396313;0.7497915;38444.5;0.1666869;False;28.08.2023 18:27:03:308;1693240023308;_mainView;
1253;961;0.4896417;0.7025647;0.5238585;0.7959891;38568.8;0.1623745;False;28.08.2023 18:27:03:325;1693240023325;_mainView;
1274;984;0.4979687;0.7191421;0.5238585;0.7959891;38680.7;0.1623745;False;28.08.2023 18:27:03:343;1693240023343;_mainView;
1292;994;0.5049358;0.7266751;0.5286961;0.7216768;38641.3;0.1663033;False;28.08.2023 18:27:03:359;1693240023359;_mainView;
1307;998;0.5105544;0.7294337;0.5286958;0.7216769;38605.9;0.1663033;False;28.08.2023 18:27:03:375;1693240023375;_mainView;
1319;1001;0.5155169;0.7317263;0.5337085;0.7394713;38656.6;0.1548099;False;28.08.2023 18:27:03:392;1693240023392;_mainView;
1330;1004;0.5196558;0.7335673;0.5337079;0.7394714;38702.3;0.15481;False;28.08.2023 18:27:03:408;1693240023408;_mainView;
1338;1006;0.5229868;0.7350115;0.5337082;0.7394713;38743.4;0.15481;False;28.08.2023 18:27:03:426;1693240023426;_mainView;
1353;1015;0.5288742;0.7414858;0.5639696;0.789072;38793.5;0.1674136;False;28.08.2023 18:27:03:441;1693240023441;_mainView;
1370;1026;0.5352448;0.7494632;0.5639696;0.7890717;38838.6;0.1674137;False;28.08.2023 18:27:03:458;1693240023458;_mainView;
1397;1031;0.5459405;0.7533167;0.6084053;0.7527955;38802.8;0.1496592;False;28.08.2023 18:27:03:475;1693240023475;_mainView;
1426;1033;0.5573741;0.7549477;0.6084042;0.7527945;38770.6;0.1496588;False;28.08.2023 18:27:03:493;1693240023493;_mainView;
1440;1043;0.5626924;0.7619545;0.5602556;0.8131785;38873.4;0.1476622;False;28.08.2023 18:27:03:508;1693240023508;_mainView;
1445;1054;0.5647579;0.7705581;0.5602548;0.8131779;38966.0;0.147662;False;28.08.2023 18:27:03:525;1693240023525;_mainView;
1362;1023;0.5321889;0.7479299;0.2549977;0.5262944;38949.4;0.160921;False;28.08.2023 18:27:03:545;1693240023545;_mainView;
1205;1004;0.4710144;0.7338872;0.09806708;0.709677;38892.9;0.1796724;False;28.08.2023 18:27:03:559;1693240023559;_mainView;
1034;992;0.4039149;0.7251164;0.09798107;0.7096287;38842.0;0.1796243;False;28.08.2023 18:27:03:577;1693240023577;_mainView;
852;964;0.3329697;0.7047514;0.01930503;0.5722034;38604.0;0.1922647;False;28.08.2023 18:27:03:594;1693240023594;_mainView;
686;932;0.2680069;0.6815099;0.019305;0.5722026;38389.8;0.1922646;False;28.08.2023 18:27:03:610;1693240023610;_mainView;
543;855;0.2123802;0.6246263;0.01649378;0.2492971;38100.2;0.2115609;False;28.08.2023 18:27:03:627;1693240023627;_mainView;
427;765;0.1668529;0.5591577;0.01649372;0.2492974;37839.6;0.2115608;False;28.08.2023 18:27:03:643;1693240023643;_mainView;
335;668;0.1312224;0.4884984;0.02162383;0.1705854;37481.8;0.2120047;False;28.08.2023 18:27:03:659;1693240023659;_mainView;
265;579;0.1037761;0.4232018;0.02162377;0.1705853;37159.8;0.2120045;False;28.08.2023 18:27:03:676;1693240023676;_requestList;
