UserID;ScenarioID;controlMode;requestID;elapsedTimeSinceAccess;distanceTravelledSinceLastLog;distanceToEndOfInstructedPath;lengthOfCurrentInstructedPath;lengthOfCurrentInstructedInputPath;distanceToEnd;vehiclePosition;vehicleSpeed;constructionSiteEntered;endReached;closestLane;currentLaneDeviation;timeOfCollisionAvoidanceTraffic;timeOfCollisionAvoidanceObstacle;timeOfCollisionAvoidancePedestrian;amountOfAdditionInput;amountOfAdditionMarkers;amountOfSnapToMiddleInput;amountOfSnapToMiddleMarkers;amountOfReadjustmentInput;timeSinceLastInput;currentlyNeglectedTime;blindTimeSum;isMainRequest;isSecondaryRequest;totalRequestAmount;sideOfConstructionSite;
DB06;12;Waypoint;1;0,0;0,01827567;202,0183;196,9147;196,9147;599,7175;(0.00, -0.44, 0.00);0;False;False;1;0,2369704;0,00;0,00;0,00;0;0;0;0;0;0,0;0,0;0,0;False;False;4;Left;
DB06;12;Waypoint;1;0,1;0,01345466;202,0048;196,9147;196,9147;599,704;(0.00, -0.44, 0.01);0,5327093;False;False;1;0,236981;0,00;0,00;0,00;0;0;0;0;0;0,1;0,0;0,0;False;False;4;Left;
DB06;12;Waypoint;1;0,2;0,04689643;201,9579;196,9147;196,9147;599,6572;(-0.02, -0.44, 0.05);1,365475;False;False;1;0,2363853;0,00;0,00;0,00;0;0;0;0;0;0,2;0,0;0,0;False;False;4;Left;
DB06;12;Waypoint;1;0,3;0,06611185;201,8918;196,9147;196,9147;599,5911;(-0.03, -0.44, 0.11);2,544435;False;False;1;0,2361038;0,00;0,00;0,00;0;0;0;0;0;0,3;0,0;0,0;False;False;4;Left;
DB06;12;Waypoint;1;0,4;0,1070053;201,7848;196,9147;196,9147;599,4841;(-0.06, -0.44, 0.19);3,354568;False;False;1;0,2344456;0,00;0,00;0,00;0;0;0;0;0;0,4;0,0;0,0;False;False;4;Left;
DB06;12;Waypoint;1;0,5;0,1413939;201,6435;196,9147;196,9147;599,3428;(-0.10, -0.44, 0.31);4,077426;False;False;1;0,2327282;0,00;0,00;0,00;0;0;0;0;0;0,5;0,0;0,0;False;False;4;Left;
DB06;12;Waypoint;1;0,6;0,1496254;201,4939;196,9147;196,9147;599,1933;(-0.15, -0.44, 0.44);5,483433;False;False;1;0,2296897;0,00;0,00;0,00;0;0;0;0;0;0,6;0,0;0,0;False;False;4;Left;
DB06;12;Waypoint;1;0,7;0,2113713;201,2826;196,9147;196,9147;598,9822;(-0.21, -0.44, 0.61);6,505134;False;False;1;0,2250134;0,00;0,00;0,00;0;0;0;0;0;0,7;0,0;0,0;False;False;4;Left;
DB06;12;Waypoint;1;0,8;0,2532083;201,0296;196,9147;196,9147;598,7291;(-0.28, -0.44, 0.82);7,78888;False;False;1;0,2182019;0,00;0,00;0,00;0;0;0;0;0;0,8;0,0;0,0;False;False;4;Left;
DB06;12;Waypoint;1;0,9;0,2532758;200,7765;196,9147;196,9147;598,4763;(-0.35, -0.44, 1.03);8,96244;False;False;1;0,2099971;0,00;0,00;0,00;0;0;0;0;0;0,9;0,0;0,0;False;False;4;Left;
