userID;scenarioID;controlMode;elapsedTime;timeStampEvent;additionalInfo;
CK21;8;InteractivePathPlanning;0,0;RequestStarted;1;
CK21;8;InteractivePathPlanning;0,0;RequestStarted;2;
CK21;8;InteractivePathPlanning;0,0;RequestStarted;3;
CK21;8;InteractivePathPlanning;1,9;RequestOpenedMain;1;
CK21;8;InteractivePathPlanning;3,6;RequestOpenedSecondary;2;
CK21;8;InteractivePathPlanning;31,8;RequestRemovedSecondary;2;
CK21;8;InteractivePathPlanning;31,8;RequestRemovedMain;1;
CK21;8;InteractivePathPlanning;31,8;RequestOpenedSecondary;1;
CK21;8;InteractivePathPlanning;31,8;RequestOpenedMain;2;
CK21;8;InteractivePathPlanning;31,8;RequestRemovedSecondary;1;
CK21;8;InteractivePathPlanning;31,8;RequestOpenedSecondary;1;
CK21;8;InteractivePathPlanning;46,6;RequestRemovedSecondary;1;
CK21;8;InteractivePathPlanning;46,6;RequestFinished;1;
CK21;8;InteractivePathPlanning;54,9;RequestRemovedMain;2;
CK21;8;InteractivePathPlanning;54,9;RequestOpenedSecondary;2;
CK21;8;InteractivePathPlanning;54,9;RequestOpenedMain;3;
CK21;8;InteractivePathPlanning;76,0;RequestRemovedSecondary;2;
CK21;8;InteractivePathPlanning;76,0;RequestFinished;2;
CK21;8;InteractivePathPlanning;91,4;RequestRemovedMain;3;
CK21;8;InteractivePathPlanning;91,4;RequestFinished;3;
