userID;scenarioID;controlMode;elapsedTimeSinceAccess;activeRequests;succeededRequests;mousePositionX;mousePositionY;usingMultiView;usingSingleViewMain;EyeGazeArea;mouseClickLeft;mouseClickRight;pressLeftCtrl;pressShift;
DB06;10;Trajectory;0,0;4;0;1186;646;False;False;None;0;0;0;0;
DB06;10;Trajectory;0,1;4;0;1123;615;False;False;None;0;0;0;0;
DB06;10;Trajectory;0,2;4;0;1123;618;False;False;None;0;0;0;0;
DB06;10;Trajectory;0,3;4;0;1140;591;False;False;None;0;0;0;0;
DB06;10;Trajectory;0,4;4;0;1189;601;False;False;None;0;0;0;0;
DB06;10;Trajectory;0,5;4;0;1151;674;False;False;MainView;0;0;0;0;
DB06;10;Trajectory;0,6;4;0;1120;695;False;False;MainView;0;0;0;0;
DB06;10;Trajectory;0,7;4;0;1113;741;False;False;MainView;0;0;0;0;
DB06;10;Trajectory;0,8;4;0;794;940;False;False;MainView;0;0;0;0;
DB06;10;Trajectory;0,9;4;0;392;1150;False;False;MainView;0;0;0;0;
DB06;10;Trajectory;1,0;4;0;297;1206;False;False;MainView;0;0;0;0;
DB06;10;Trajectory;1,1;4;0;164;1301;False;False;MainView;0;0;0;0;
DB06;10;Trajectory;1,2;4;0;150;1332;False;False;MainView;1;0;0;0;
DB06;10;Trajectory;1,3;4;0;549;1295;False;False;MainView;1;0;0;0;
DB06;10;Trajectory;1,4;4;0;853;1197;False;False;MainView;1;0;0;0;
DB06;10;Trajectory;1,5;4;0;920;1158;False;False;MainView;1;0;0;0;
DB06;10;Trajectory;1,6;4;0;948;1137;False;False;MainView;1;0;0;0;
DB06;10;Trajectory;1,7;4;0;979;1123;False;True;MainView;1;0;0;0;
DB06;10;Trajectory;1,8;4;0;1200;1025;False;True;MainView;1;0;0;0;
DB06;10;Trajectory;1,9;4;0;1403;969;False;True;MainView;1;0;0;0;
DB06;10;Trajectory;2,0;4;0;1403;969;False;True;MainView;1;0;0;0;
DB06;10;Trajectory;2,1;4;0;1644;948;False;True;MainView;1;0;0;0;
DB06;10;Trajectory;2,2;4;0;2218;913;False;True;SecondaryView;1;0;0;0;
DB06;10;Trajectory;2,3;4;0;2159;889;False;True;SecondaryView;1;0;0;0;
DB06;10;Trajectory;2,4;4;0;2127;871;False;True;SecondaryView;1;0;0;0;
DB06;10;Trajectory;2,5;4;0;2222;854;False;True;SecondaryView;1;0;0;0;
DB06;10;Trajectory;2,6;4;0;2253;856;False;True;SecondaryView;1;0;0;0;
DB06;10;Trajectory;2,7;4;0;2253;847;False;True;SecondaryView;1;0;0;0;
DB06;10;Trajectory;2,8;4;0;2264;821;False;True;SecondaryView;1;0;0;0;
DB06;10;Trajectory;2,9;4;0;2267;877;False;True;SecondaryView;1;0;0;0;
DB06;10;Trajectory;3,0;4;0;2264;882;False;True;SecondaryView;1;0;0;0;
DB06;10;Trajectory;3,1;4;0;2288;888;False;True;SecondaryView;1;0;0;0;
DB06;10;Trajectory;3,2;4;0;2292;1063;False;True;SecondaryView;1;0;0;0;
DB06;10;Trajectory;3,3;4;0;2282;959;False;True;SecondaryView;2;0;0;0;
DB06;10;Trajectory;3,4;4;0;2271;717;False;True;SecondaryView;2;0;0;0;
DB06;10;Trajectory;3,5;4;0;2261;695;False;True;SecondaryView;2;0;0;0;
DB06;10;Trajectory;3,6;4;0;2247;979;False;True;SecondaryView;2;0;0;0;
DB06;10;Trajectory;3,7;4;0;2247;833;False;True;SecondaryView;3;0;0;0;
DB06;10;Trajectory;3,8;4;0;2247;549;False;True;SecondaryView;3;0;0;0;
DB06;10;Trajectory;3,9;4;0;2247;716;False;True;SecondaryView;3;0;0;0;
DB06;10;Trajectory;4,0;4;0;2250;923;False;True;SecondaryView;3;0;0;0;
DB06;10;Trajectory;4,1;4;0;2253;644;False;True;SecondaryView;4;0;0;0;
DB06;10;Trajectory;4,2;4;0;2253;590;False;True;SecondaryView;4;0;0;0;
DB06;10;Trajectory;4,3;4;0;2281;884;False;True;SecondaryView;4;0;0;0;
DB06;10;Trajectory;4,4;4;0;2292;798;False;True;SecondaryView;5;0;0;0;
DB06;10;Trajectory;4,5;4;0;2285;560;False;True;SecondaryView;5;0;0;0;
